issue_key	project	issue_type	summary	description	comments	design_prob	Label
JRASERVER-70536	JRASERVER	Suggestion	"""Ability to revoke create status permission of the board administrator."""	"""""""h3. Problem Definition  According to [Permissions overview|https://confluence.atlassian.com/jirasoftwareserver0713/permissions-overview-965543151.html] documentation, the board administrators are able to create new statuses in JIRA and we'd like to stop that without having to revoke the board administrator's permission.    h3. Suggested Solution  Create the ability to revoke the creation of status permission from boar administrators.    h3. Workaround   Revoke the board administrator's permission from the user."""""""	"""Specifically regarding using the Simplified Workflow. When administering a large enterprise, we also find this to be a huge issue. Especially considering that this is +*not logged in the Audit Log*+! They should be able to use existing statuses, but not create new ones."""	0.98466533	
JRASERVER-68079	JRASERVER	Suggestion	"""Administrative interfaces should be distinct from end user interfaces"""	"""""""It has been discovered that there is no distinction between administrative and end-user interfaces. This increases the likelihood of an end user gaining unauthorized access to administrative functionality.   Administrative interfaces should be distinct from end user interfaces.    Example: separate URLs for end-user and admin sites"""""""		0.98461884	
JRASERVER-68805	JRASERVER	Suggestion	"""Add the ability to directly create child issues"""	"""""""Perhaps this is more of a Portfolio suggestion, but as an Agile Product Owner, I would like to have the ability to add issues directly to Initiatives or other issue types defined as having child issues. This should operate similar to the way Epics operate today, with a + link that adds issues directly to the current epic."""""""		0.9845823	
JRASERVER-68387	JRASERVER	Suggestion	"""Pie Chart Gadget Colors Inconsistent"""	"""""""The colors of the Pie Chart gadget are inconsistent in terms of matching color to a specific category of a """"""""Statistic Type."""""""" For example, using """"""""Status"""""""" as the """"""""Statistic Type"""""""" can result in different statuses being mapped to different colors across multiple pie charts. It doesn't make much sense to upper management to display a pie chart for one project that shows the percentage of """"""""In Progress"""""""" issues in red for one project then to have another pie chart show """"""""In Progress"""""""" issues in blue for another project. This can quickly get very confusing when updating upper management on project statuses. Furthermore, the color scheme does not make sense at all for the issue statuses. Associating the color green with """"""""To Do"""""""" and red with """"""""Done"""""""" makes zero sense to most people. It should be the other way around. Please fix this as it makes it very difficult to use Jira as a Program Management tool when its charts can cause miscommunication to upper management this easily. My suggested fix would be to let the user pick which color is assigned to each category of the """"""""Statistic Type"""""""" via a drop down on the Pie Chart's legend.      """""""		0.98454106	
JRASERVER-71487	JRASERVER	Suggestion	"""Jira-UPM Rest API call support to get plugin version information for non-admin users"""	"""""""Hi Team,    We have a requirement from customers who would prefer to retrieve the plugin versions of the installed plugins in their automations - to test whether the plugin version supports this automation or otherwise users should be notified on the plugin version incompatibility.    Currently for it needs admin privileges to access the plugin version or any specific information related to a plugin as per [UPM REST API|https://ecosystem.atlassian.net/wiki/spaces/UPM/pages/6094960/UPM+REST+API].     Can we provision the normal(non-admin) users to get the information about specific plugins using:       This would be helpful for lot of users who are working on automations.    Thank you."""""""		0.98453	
JRASERVER-69551	JRASERVER	Suggestion	"""Make Component autopopulate in Advanced JQL search project-aware"""	"""""""When we search for Component in Advanced JQL search, it autopopulates with all components from all projects, rather than with components belonging to selected projects in the same JQL query. This is is contrast to the behavior of Simple JQL search where Component field only contains entries from selected projects, so in that sense, Advanced search is """"""""dumber"""""""" as compared to Simple search."""""""		0.98449564	
JRASERVER-70984	JRASERVER	Suggestion	"""Ability to add or remove multiple project role actors"""	"""""""Currently, it is only possible to add a single user/group to a project role at a time.  Similarly, it is only possible to delete a single user/group from a role at a time.    It'd be useful for an ability for a bulk operation on this where multiple users/groups can be added or removed in a single request."""""""	"""This would be immensely helpful and would be great to have a UI where you can see across a number of users in a number of roles in a number of projects to manage it in a bulk way."""	0.9843242	
JRASERVER-70510	JRASERVER	Suggestion	"""Importing a Workflow from XML should automatically create missing status"""	"""""""Currently, when a Jira admin exports an XML from a Jira instance A and imports it to a target Jira instance B where some of the statuses are not available to be used in the imported workflow, it will cause the following issue in the Jira instance:  - [Jira Errors due to non-existing status|https://confluence.atlassian.com/jirakb/jira-errors-due-to-non-existing-status-955176883.html]    As a Jira admin exporting workflows to a target instance, it would be great and would avoid unexpected issues if those missing statuses were created and mapped during the automatically during the import."""""""	"""Adding a validation when associating the invalid workflow to the workflow scheme would avoid using the problematic workflow by a project. Please add your votes on https://jira.atlassian.com/browse/JRASERVER-43561"""	0.9842794	
JRASERVER-69827	JRASERVER	Suggestion	"""Link to Confluence Page on Jira Board"""	"""""""I see issue JRASERVER-43001Feature Request: Links on Jira-Boards to Confluence-Pages was marked as resolved, however, the information provided in that ticket doesn't address all the possible use cases.     We have Jira Data Center. Not all of our projects are software projects. I have more than one project where the """"""""project type"""""""" = """"""""business"""""""". In this case, when you create a Jira board, the board is not linked to the project like we see for software project types. So, the links feature of the project is not visible. Further more, the idea case would be to have a single Confluence page link below the Board title that points to the directions for how to use the board (e.g. explanation of workflow, issue types, card colors, etc.).  """""""	"""Related to the discussion here: [https://community.atlassian.com/t5/Jira-Software-questions/JIRA-boards-not-showing-up-for-Business-projects/qaq-p/611386]     "" [SEP] ""!image-2019-08-15-11-01-02-625.png!"""	0.98426485	
JRASERVER-68068	JRASERVER	Suggestion	"""Add Exchange Web Services (EWS) to Jira"""	"""""""This is a copy of JRASERVER-21902.    Many corporations are moving their mail services to be hosted by Microsoft via Office 365. Office 365 authentication methods for Exchange Web Services (EWS) are superior to IMAP/POP. For my company's case they will not enable POP/IMAP for O365 mail boxes.    https://docs.microsoft.com/en-us/exchange/client-developer/exchange-web-services/ews-applications-and-the-exchange-architecture"""""""	"""Microsoft's documentation on Exchange Web Service API:    [https://docs.microsoft.com/en-us/exchange/client-developer/exchange-web-services/explore-the-ews-managed-api-ews-and-web-services-in-exchange]    Related Atlassian Community conversation: https://community.atlassian.com/t5/Jira-questions/JIRA-mail-server-with-Exchange/qaq-p/90235"" [SEP] ""My organization has the same issue with integration between EWS and JIRA. There is no option for us to turn on POPS/IMAPS protocols. "" [SEP] ""We desperately need this feature for integration into O365!!!!"" [SEP] ""Same here. We need this!"" [SEP] ""bq. Office 365 authentication methods for Exchange Web Services (EWS) are superior to IMAP/POP.    In JRASERVER-63917, Atlassian said they are implementing OAuth 2 for IMAP, for use with Office 365."" [SEP] ""Hello, we need this too."" [SEP] ""We're starting the process of migrating from another helpdesk system, and EWS would be very helpful.  The performance benefits of EWS are huge compared to the POP/IMAP standards.  We've"	0.9841791	
JRASERVER-69674	JRASERVER	Suggestion	"""Avatar files are stored as 13x PNGs for each user in a flat directory structure"""	"""""""We no longer use gravatar and therefore have 13 avatar files per user (we have ~ 880000 users and ~590,000 unique files) saved to {{data/avatars}} in a flat directory . We can’t even run an {{ls}} or {{find}} on that directory (we gave up after 6.5 hours). Only specialized tools like fpart are even able to traverse the directory, which takes ~42 minutes. This has caused us some pain with creating backups of our service, which means we are unable to reguarly backup avatars AND hit RPO targets.    Confluence handles this by having hierarchal avatar storage which is complicated, but effective ([https://confluence.atlassian.com/doc/hierarchical-file-system-attachment-storage-704578486.html])    In addition, we have noticed that user initials avatars are rendered into 13 unique PNG files per user (small to very large), which uses ~90kb of disk space, which seems like an inefficient compared to styling via CSS client side or storing one SVG per user.    Are there any plans for implementing a similar (or better) storage mechanism for avatars in Jira?   h3. Workaround:    Do not backup avatars."""""""	"""We have the same problem. This causes a risk to DR data replication since it takes a long time to determine which new avatar files need to be copied. We have around 13K users and 4.7GB in data/avatars"""	0.98410505	
JRASERVER-71216	JRASERVER	Suggestion	"""Optimizing custom fields, it temper the default configuration scheme for custom field with global context """	"""""""h3. Issue Summary    To be optimized, a custom field must have a global context and be used in *several projects only*. A good practice is for the field to be used in fewer than 10 projects. Otherwise, it's considered an actual global custom field, and you shouldn't change its configuration. So the custom field which is associated with all the issue type and all global projects having a data consistency issue but this functionality is present in Jira by design.  h3. Steps to Reproduce   # Set a  custom field with a global context    # Go to Custom fields optimizer and Scan for the custom field to be optimized    # Once the scan is complete, look for the custom field to be optimized with a global context    # Once you select and change the context, it throws a pop, this change won't affect the values stored in your custom filled.   # Whereas it removed the Default configuration configured but If you prefer the pop message before proceeding the context, it is not throwing any warning to the user for any changes. Please refer the Kb article    # [https://confluence.atlassian.com/adminjiraserver/optimizing-custom-fields-956713279.html]    h3. Workaround    To be optimized, a custom field must have a global context and be used in *several projects only*.    We need to make the user notified for the exact change for the global context custom field, as its result for data loss or discrepancy     We have made the screen recording for the steps replication, which is also attached in a feature request.     It is not throwing any warning to the user for any changes. Please refer the Kb article [https://confluence.atlassian.com/adminjiraserver/optimizing-custom-fields-956713279.html]"""""""		0.9840994	
JRASERVER-68438	JRASERVER	Suggestion	"""The way the Permission """"Application access - Any user logged in"""" works with mentions is misleading"""	"""""""When a project has the project permission """"""""Browse Projects"""""""" with """"""""Any logged user"""""""" in it, this actually causes any user registered in the application to appear (not users that are able to log in) and this in turn could cause users with no application access (and therefore not being able to log in) to receive mails from mentions, that include information about issues that they cannot actually see.     This behavior is confusing, and the proposed solution is to rename the """"""""Any user logged in"""""""" application access category to just """"""""Any user""""""""."""""""		0.9839425	
JRASERVER-68171	JRASERVER	Suggestion	"""Let Project Admins view the Audit Logs for their Project"""	"""""""As a Project Administrator, I would like to view the audit log for my project without being a JIRA Administrator.    This would allow project administrators to see the history of versions, roles, and components without being a JIRA Administrator. The view should be limited to the """"""""projects"""""""" category and the individual project."""""""	"""{panel:borderStyle=solid|borderColor=#e2e2e2|bgColor= #e8f8f5 }  Hi all,    Thank you so much for your votes and watches on this suggestion.    We are beginning greater research on the topic of *advanced auditing* and would love to hear from you.    We intend to better understand:    * What information you need to log and keep about your Atlassian applications and environments    * What are the questions you need to answer, or specific insights your are looking for when auditing logs    Responses can be in regard to recording product usage, information that needs to be tracked for internal policies (i.e. security) or compliance standards (i.e. SOC2 or SOX)    What’s involved in the research:    * Sessions are 1 hour and conducted over video-conference, so you can participate from anywhere around the globe.    * After scheduling, you'll receive a calendar invite with a video-conference link.    * During the research, we'll start with a general chat to get to know you and your company, then try to understand"	0.98393816	
JRASERVER-69376	JRASERVER	Suggestion	"""Differentiate among Local and External gadgets when two Jira instances are linked"""	"""""""h3. Problem Definition    When I have two Jira instances application linked and a user adds a gadget to a dashboard, duplicate gadgets with the same name appear (for example Filter Results) . These are labeled *Local* and *External* depending upon whether they are from the local Jira instance or the application linked instance.     *This causes confusion for users:*  * They don't know the difference between Local and External, or do not notice  * The gadget list loads external gadgets by default, so it's easy to select the wrong one by mistake  * The gadget name does not make it clear that the results are from a different Jira instance  * Once on a dashboard, the only way to modify the header is by updating the filter it uses  * If I have more than two Jira-to-Jira application links, it is impossible to tell at a glance which gadget belongs to which Jira instance.     h3. Suggested Solution    Instead of """"""""External,"""""""" list the name of the application link for the external application.     Include the name of the application link in the title of the gadget.     h3. Workaround     Users can be coached to select """"""""Show XML Link"""""""" to verify the URL of the instance they're linking from. """""""		0.98383856	
JRASERVER-70295	JRASERVER	Suggestion	"""As a Jira admin I would like Jira to generate different issue keys for different issue types."""	"""""""As a Jira administrator, I would like Jira to generate independent issue keys for different issue types, for instance, if we consider Project A and the task, story and epic issue types:    The first task created would be PATASK-1, the second PATASK-2, and so on. However, the enumeration should be independent for each issue type, so when the first epic created would still be PAEPIC-1, and the first story created would be PASTORY-1.    That change would be highly beneficial as it would allow my teams to identify an issue's type by just looking at its key."""""""		0.98383397	
JRASERVER-70594	JRASERVER	Suggestion	"""Privacy issues when commenting in issue via email. """	"""""""h3. Scenario:   - Issue is created and customer has communication with Agent   - During Email communication the reporter may forward the mail to another person that was not participant on the issue   - This person now answers to this email with the correct issue ID in the subject and a new issue is created    In System Settings """"""""Email requests - Public Email comments"""""""" the setting """"""""Yes, allow non-customers and external people to comment on a request via email"""""""" is activated. All Service Desk users are internal and read from the Active Directory.    Considering the user has access to add comments in the issue, comments are still not added in the issue. To get it working here is the workaround:    Create an Organisation and add all the users to this group and also add the Organisation on the issue.     However as it is necessary to put every customer into the same Organisation and add the Organisation to every issue. This would also mean that every customer would be able to read every issue. And this would be no solution due to privacy issues.  h3. Expected behaviour:    We need to find out some other solution to prevent the privacy issues.      """""""		0.98373955	
JRASERVER-70997	JRASERVER	Suggestion	"""Enable/Disable Users - Fine tune users from Active Directory/LDAP"""	"""""""I use Jira User Server connected to our Active Directory to pull in users for a specific department.  Our confluence instance uses the Jira connection to also grant access to Confluence.  This is handy so that user directories for Confluence and Jira are all just handled in Jira.      I'd like however, to be able to fine tune which users are enabled/disabled (counting toward license) locally from Jira instead of relying on IT Department to remove them from the Active Directory security group.  They have a practice, as most do I believe of just moving users who have left into an archived group so that ex-employees continue to take up license slots unless I get IT (which is really slow) to remove the AD security group.    My feature request is that, users imported into Jira User Server can be enabled/disabled from within Jira Administration and that the User Directory LDAP integration (Optionally) just be an authentication platform. This seems like it would be entirely possible, as Jira can also manage users locally."""""""		0.98368514	
JRASERVER-71070	JRASERVER	Suggestion	"""Allow users with Administer Projects permission to change the category of a project"""	"""""""In our multi department use of Jira, there are multiple project managers and we use categories to mark projects as closed.    Having to bother the admin everytime is non-efficient.    I would like to allow users with the """"""""Administer Projects"""""""" permission to change the """"""""Project Category""""""""."""""""		0.98356414	
JRASERVER-71008	JRASERVER	Suggestion	"""Prompt to close Epic when all Stories are closed"""	"""""""h3. Problem Definition  When all stories associated with an Epic are closed, you must take extra steps to close the parent Epic.      h3. Suggested Solution  While some architectures might want to continue using Epics the way they are designed, it would be more seamless in some cases if there was an option which enabled a prompt when you close the last Story in an Epic; similar to how closing the last Subtask of a Story works."""""""		0.98352814	
JRASERVER-69505	JRASERVER	Suggestion	"""Allow users to opt out from batch notification"""	"""""""Batch notification was [introduced in Jira 8|https://confluence.atlassian.com/adminjira/batching-email-notifications-960702680.html] to reduce the number of emails a user gets when issues are being updated. However, this setting is applied globally in a Jira instance.     In some cases, a user might want to receive the individual notifications.    As the plan is to make batch notification a default configuration in the future, it would be great if a user can opt out from it."""""""	"""this should be a project and/or user setting.    Unbelievable that it has been shipped as a system setting."" [SEP] ""I am also very, very surprised. The batch notification style is so different from the past one. When my organization switched it on, this had considerable effect on my work efficiency. While in the past I was able to work with keyboard only in Outlook, quickly filters and skimmed through the notifications to decide if ot not to act on it, now I even have to SCROLL in the reading pane to see the relevant details. White space might be a nice thing for visual beauty - but in this case the change was disruptive.     On top of that, the notifications now seem to come with a bigger delay than in the past. Another very relevant change."""	0.9834503	
JRASERVER-69413	JRASERVER	Suggestion	"""Reporting on Jira issues does not include linked items such as Zendesk details or Bitbucket related items"""	"""""""As a manager of Jira issues, I sometimes need to include items in a Jira report that give me an overall picture of the status or attributes of linked objects.    As a manager, I need to be able to report inconsistencies such as why a Zendesk issue is Closed but the Jira issue is sitting in Open status.   * Report on Zendesk issue number, status and other fields from a Zendesk linked issue. Allow a reference like Zendesk(key) to return a list of tickets to which the current object refers to.   * Report on Bitbucket status such as whether commits or pull requests exist and how many of each. Allow a reference like Bitbucket(commits) which would return a list of commits related to the key of the current object.   * Report on fields from a parent-linked object such as a Story referring to an Epic. Allow a reference like parent(status)."""""""		0.9831892	
JRASERVER-69290	JRASERVER	Suggestion	"""JIRA SAML to syncs the user from IdP"""	"""""""h3. Problem Definition  At the moment, to integrate JIRA Data Center with SAML, the required configuration is to have the same DC Instance connected to the same directory that the IdP is connected to. Hence, JIRA needs to be connected to the IdP and the directory at the same time. If it is not, JIRA would not be able to detect which user is currently authenticating through SAML until the user is registered.    h3. Suggested Solution  Rather than connected to both, for JIRA to only connect to IdP and automatically sync the users from it so it will be easier. This appears to be available for our Cloud service as in [ACCESS-33|https://jira.atlassian.com/browse/ACCESS-33] which will be great if Server has it as well.  """""""		0.98316276	
JRASERVER-69202	JRASERVER	Suggestion	"""Notification Scheme rule based Event Notifications"""	"""""""As a Jira User/Admin I would like to add rule based [Notifications|https://confluence.atlassian.com/adminjiraserver/adding-a-custom-event-938847495.html] based on Events.    For example I'd like to specify that if an """"""""Issue Created"""""""" event is fired and the """"""""assignee is EMPTY"""""""" then the Project Lead is notified.    This seems more intuitive to me than creating a [Custom Event|https://confluence.atlassian.com/adminjiraserver/adding-a-custom-event-938847495.html] named """"""""Issue Created Unassigned"""""""" and adding it to all my workflow creation transitions.     """""""		0.9830117	
JRASERVER-70287	JRASERVER	Suggestion	"""Introduce Client Certificate usage on Jira Mobile app"""	"""""""h5. Problem Definition  Jira Mobile app does not support [Client Authentication Certificates|https://www.techopedia.com/definition/29760/client-authentication-certificate].  Jira web app from mobile phone browser works in this configuration, but, after setting up Jira with both server and client certificates, dedicated Jira mobile app does not work.    h5. Suggested Solution  Allow Jira Mobile app users to utilize client authentication certificates downloaded and stored on mobile devices."""""""	"""Hi,   As we are bound to our corporate guidelines for security, our 30.000 users per month only can utilize the cool mobile app when this feature is implemented. As long as this is not implemented they miss a major selling point of Jira 8.    We hope, that this feedback is valued in Atlassians further considerations.    We also encourage our end users to add votes.    Additionally we ask our consultant to bring this up within the Atlassian partner program.    Kind regards,    Stefan Kalhofer  Business Owner SAP Jira"" [SEP] ""Hi Team,    Do we have any upcoming releases that support client-cert based authentication? We have similar requirements and appreciate if you guys can take this suggestion at the earliest.    Thanks,  Vijay"" [SEP] ""Hi Team,    Do we have any upcoming releases that support client-cert based authentication? We have similar requirements and appreciate if you guys can take this suggestion at the earliest.    Thanks,  Vijay"""	0.9829859	
JRASERVER-69950	JRASERVER	Suggestion	"""When Cloning an issue there should be an option to choose if """"issue created"""" notification should be sent or not"""	"""""""h3. Problem Definition  The customer would like to stop/disable """"""""issue created"""""""" notification being sent when Cloning an issue.    Cloning an issue triggers the same notification as issue created.    It would be nice to have a new notification option called """"""""issue cloned"""""""" for an issue created or a checkbox as notify the customer when cloning an issue.   h3. Suggested Solution   NA  h3. Workaround   (Optional)"""""""	"""Since there is no option to disable the notification during issue cloning (the cloning action triggering a Request Created notification), I consider that this is a limitation which require a quick a solution and should be prioritised for implementation.    Disabling the notifications for creation (Request Created under Customer Notifications) in order to not receive notifications when cloning is not an option. """	0.9828724	
JRASERVER-70969	JRASERVER	Suggestion	"""As the owner of a Dashboard and filter, I would like to be able to select any user and group in the system.   """	"""""""*Problem*   As the owner of a Dashboard and filter, I would like to be able to select any user and group in the system.         *Description:*   As the owner of a Dashboard and filter and respecting the 'Browse Users' global permission, I would like to be able to select one or more groups of users that can use that dashboard.   This request is not the same as proposed by JRASERVER-15900 as we do not want to engage a Jira Administrator for this task.  Any user that does have both global permissions (to share and to browse users) should be able to share for any user and group.         *Steps to Reproduce*   Have the following configuration:   * group1 - member is user1, user1 has """"""""Browse Users"""""""" and """"""""Create Shared Objects"""""""" global permission   * group2 - member is user2, user2 has """"""""Browse Users"""""""" and """"""""Create Shared Objects"""""""" global permission   * Add a Custom field of type """"""""Group Picker"""""""" on an issue type """"""""bug"""""""" just to confirm that the user is able to select a group that the user is not a member of.    *How to reproduce:*   * User1 creates an issue of type """"""""bug"""""""", selecting group2 for the Custom field """"""""Group Picker"""""""" (user1 has enough permission to select a group that he is not a member of);   * User1 creates a new dashboard;   * Grant editor permissions to group1;   * User1 is able to edit dashboard (expected);   * Select group to grant editor.         *Expected behavior*    User1 is able to select group2 from the dropdown list         *Observed behavior*    User1 can only see the group1 from the dropdown list, as user1 is not a member of group2.         *Workarounds:*    1. Add user1 also into the group2   Caveats:   a) Users will be added into groups that they do not belong to;   b) May face the Issue https://jira.atlassian.com/browse/JRASERVER-70932         2. Ask the Administrator to share the dashboard   Caveats:   a) Few Jira Administrators too manage all User's requests;   b) The Administrator would need to be added on all groups as issue https://jira.atlassian.com/browse/JRASERVER-15900 was not solved yet;   c) After had added group1 and group2, may face the issue https://jira.atlassian.com/browse/JRASERVER-70932"""""""	"""+1"" [SEP] ""+1"" [SEP] ""+1"" [SEP] ""+1  :)"""	0.9827624	
JRASERVER-69951	JRASERVER	Suggestion	"""REST API call for updating User Directory (AD/LDAP) connection."""	"""""""h3. Problem Definition    Customer has a large amount of instances and it would be beneficial to have a REST API point to update the credentials or parameters of the User Directory (AD or LDAP) connection.    h3. Suggested Solution    Implement rest api points to update LDAP configurations.        h3. Workaround  You may achieve this using 3rd party plugins for example:  * https://community.atlassian.com/t5/Answers-Developer-Questions/JIRA-REST-API-create-and-update-users-and-groups/qaq-p/572177    Where the vendor Bob Swift says that their plugin is able to do this:  * https://bobswift.atlassian.net/wiki/spaces/JCLI/overview"""""""		0.9827087	
JRASERVER-68153	JRASERVER	Suggestion	"""Release next-gen projects in Jira Server"""	"""""""Next-gen projects and their features, like the Roadmap, are only currently available in Jira Cloud. It'd be a welcome addition to Server and Data Center distributions."""""""	"""Hey! I was wondering why no one is commenting on this issue. I think that it's very important for us (the people that are using Jira Server) to have this  next-gen project available. I'm very interested in the roadmap. Experience and best practices show that having a roadmap helps to set a clear vision to the company's goals and improves communication and collaboration within the team and the clients. surely it has more benefits than what I just said. So, I’m curious how it's possible that this issue isn’t in the top 1 requested features for the people to be develop ?  The features that have the next-gen projects are amazing and facilitate a lot the user experience with the platform. I'll be really happy if you guys release the next-gen projects for Jira server."" [SEP] ""We need road maps in our server version. THANK YOU!"" [SEP] ""hello! it would be great for our team if you enable next-gen projects for JIRA Server now! Thanks :)"" [SEP] ""We have Jira Software Sever as well.  When will Next-Gen Projects"	0.98267835	
JRASERVER-69615	JRASERVER	Suggestion	"""Ability to link external JIRA issues on edit or transition screen"""	"""""""h3. Problem Definition    It is currently not possible to link external JIRA issues from the edit or transition screen for eg https://community.atlassian.com/t5/Jira-questions/How-to-link-to-an-external-issue-on-a-transition-screen/qaq-p/880456    h3. Suggested Solution    Implement this feature.      h3. Workaround    # Click issue from another instance via More > Create linked issue  # Create a link to an issue from another instance via View issue screen. This can be done by clicking the '+' on the Issue Links section."""""""	"""This is relevant for us, because of the following use case:  We want to make the process for the staff working with our Jira instance A as convenient as possible. A common situation is that an issue in Jira instance A has to be linked to an existing issue in Jira instance B. Instead of having to go to """"More > Link"""", we want to create a new workflow transition (which could e.g. be named """"Link to external issue"""") that does show a screen only containing the """"Linked issues"""" field. This can only be realized, when linking an external issue is made possible for the """"Linked issues"""" field."""	0.98259485	
JRASERVER-71428	JRASERVER	Suggestion	"""Bitbucket Mirror missing many features which server has"""	"""""""Hi recently we have set up a mirror for Bitbucket but we are finding many issues that makes it not usable. Please find the list below.   * When we setup a mirror we would like to do all the automation also using it. Not half automation code to use mirror and half to use server. What is happening is mirror supports only few actions like clone etc. But rest api does not work on mirror.    ** For example in code we will be cloning a repo from mirror but when i want to deploy and download a raw yaml file for download we will have to use main server. Rather than confusing users we have to tell them to use only server for all automation   * For mirror to work both main server url and mirror url has to be accessible to end user. For some scenarios if user only has access to mirror or only access to server then most of the mirroring features will not work"""""""	"""Please close the issue by mistake created under jira"""	0.98256654	
JRASERVER-70595	JRASERVER	Suggestion	"""Rest API to get multiple user details at once"""	"""""""Hi,  As per GDPR policy, vendors are not storinguser details on thier end but we need to show proper data, so can there be a rest api which accepts multiple user account ids or keys and in response we get details on each user accordingly.        In Jira cloud there is an experimental API which serves similar purpose. [link title|https://developer.atlassian.com/cloud/jira/platform/rest/v3/?utm_source=%2Fcloud%2Fjira%2Fplatform%2Frest%2F&utm_medium=302#api-rest-api-3-user-bulk-get]  If in server there is a similar API then it will help us as a lot we wont have to call multiple API's for showing user information."""""""		0.9825409	
JRASERVER-68727	JRASERVER	Suggestion	"""Improve Jira applications and project types overview documentation page"""	"""""""*Problem*    The [Jira applications and project types overview|https://confluence.atlassian.com/adminjiraserver/jira-applications-and-project-types-overview-938846805.html] lack the information that users from Jira Core and Jira Sofware can't *Edit* and *Schedule Issues* within Jira Service Desk using the default application permissions.    *Suggested Solution*    Improve the [Jira applications and project types overview|https://confluence.atlassian.com/adminjiraserver/jira-applications-and-project-types-overview-938846805.html] adding the *Edit* and the *Schedule* cross-project permissions as (x) (not able to) just to be clearer since *Jira Software* and *Jira Core* users can't use those permissions across *Service Desk* projects even if they belong to the groups/role within the Service Desk permission scheme that grants those permissions (They need to be added as Jira Service Desk Agents to be able to perform those operations)."""""""		0.9824144	
JRASERVER-70793	JRASERVER	Suggestion	"""As a Jira DC/Server administrator, I would like an API endpoint to tell me if the instance needs a lucene reindex"""	"""""""h3. Problem Definition  Currently and for a long while, we've included information messages in the user interface to let the client know their recent changes require a reindex. These messages are not helpful where the client has automated API requests to trigger a reindex as the API isn't letting them know if the reindex is required or not to start with.    h3. Suggested Solution  The client would love either the index summary endpoint to be extended (i.e. api/2/index/summary) or a new one created like a GETtable /rest/api/2/reindex/required that provided a """"""""true"""""""" or """"""""false"""""""" value to highlight whether a reindex is recommended.    h3. Workaround  No workaround here at present"""""""		0.98219	
JRASERVER-70930	JRASERVER	Suggestion	"""Allow Apps to be installed programmatically without human interaction"""	"""""""Currently, Jira (7.13 / 8.8) doesn't offer a safe & supported mechanism for programmatically installing or upgrading Atlassian Apps (JSW, JSD, Portfolio) or 3rd party Apps that could be used in an automation of some sort.    Alternatives vary from [copying the installed-plugins folder from a temp instance|https://community.atlassian.com/t5/Answers-Developer-Questions/Deploying-plugins-bundled-as-OBR-automatically/qaq-p/524825] that's been manually installed/upgraded or unpacking jar/OBRs into that folder — yet each App has it's own particularities (like not all jars from within obr/dependencies should be copied, etc).     """""""		0.98218817	
JRASERVER-70146	JRASERVER	Suggestion	"""The following link results in 404 instead of 200. https://myhost/includes/jira/admin/group-browser"""	"""""""h3. Summary:     In a clean browser with no cookies I can browse to:    [https://myhost/includes/jira/admin/group-browser]    Our security team says that 404 error messages give the impression that there is a directory there, vs a 200 is an authentication error.  h3. Explanation    There are numerous risks associated with presence of directories with easy-to-guess names and locations. Through enumeration, attackers can fingerprint platforms and applications that are known to use specific directory names.    These directories can also lead to exposure of sensitive information and privileged functionality. Predictable directory names and locations could expose admin interfaces, log files, configuration files, source code files and allow an attacker to add, remove or modify files.    Reconnaissance is a fundamental requirement for a successful attack. Predictable directory names and locations can make it very easy to map their target and obtain information essential for compromising the target."""""""		0.98216784	
JRASERVER-71315	JRASERVER	Suggestion	"""Allow admin users to post/view comments restricted to other roles"""	"""""""It would make sense to allow project administrators to see every comment in the project, even restricted to other roles (as they can add themselves to these roles).    Additionally, it would make sense for them to be able to post comments restricted to any role.    For example, they could direct a comment to the Developers, without being part of the Developers role.    This could even be configurable in the global options."""""""		0.9821507	
JRASERVER-71278	JRASERVER	Suggestion	"""Have option to change """"Reply-to"""" email to another verified domain"""	"""""""We need to have the flexibility for configuring 'Reply-to' for Jira Service Desk notifications.    *How it works now:*    JSD sets """"""""Reply-to"""""""" as per configuration in """"""""Email requests' of the JSD project.  JSD sets """"""""From"""""""" as per the configuration of the Notification scheme email.    There could be situations where a customer doesn't want to configure custom email for 'Email requests' (for example, security concern), however would still like to change the """"""""Reply-to"""""""" email for the project's notifications.    *Suggestion:*    Have the option to change the """"""""Reply-to"""""""" email to match the Notification scheme email (""""""""From"""""""" email). In this case, we make sure that we use _verified domain_ of the instance."""""""		0.9821416	
JRASERVER-70109	JRASERVER	Suggestion	"""Support for wildcarded group names in group filters when syncing with Delegated LDAP"""	"""""""Historically Jira supported wildcarded group names in group filters for groups to sync for synched ldap directories but not for delegated ldap directories.    Further detail: With Delegated we can specify what groups get imported into the local directory when the user logs in by means of the group filter.  But wildcards don't get respected for that filter, with the delegated directories,  names have to be fully enumerated.     With Connector LDAP, Synced the group filter can contain wildcard and we use that feature today. But we want to switch to delegated and lack of wildcards there is a showstopper for the customer.    The docs never really reflected the problem that LDAP connector (Synched type) supported wildcards and Delegated didn't.  """""""		0.9821264	
