issue_key	project	issue_type	summary	description	comments	design_prob	Label
DNN-8245	DNN	Improvement	"""Upgrade should not be paused/failed if some site pages missing. """	"""""""  This is a legecy problem and this is an improvement request based on CONTENT-5666     Upon developer's investigation, during upgrading, somehow it will try to check out admin page. However, if certain page(s) access is failed or page(s) lost, even in the child site(s), the upgrading will be failed.     And if this happened, Support will be the cost center for sure to get calls from customer.     Improvements:   The upgrading process should be stronger and more error tolerable.     Investigation might be needed:   - Why check for admin page necessary?  - How many other dependencies to cause the upgrading paused because of missing pages. """""""		0.9329776	
DNN-10006	DNN	Improvement	"""SI: Feature to Add a User to Multiple Portals through UI"""	"""""""Currently, a user can be added to any portal in an instance, regardless of whether the user already exists. This can be done by going through the User Registration and creating the user in a given portal.    A client has requested the ability to assign a user to specific portals through the UI, without the need to re-register each time. This request was followed up with the option to assign specific editing roles as needed to users that are assigned to alternate portals.    This would likely be a Host level feature. """""""		0.9326853	
DNN-9584	DNN	Improvement	"""Do not rely on RoleNames"""	"""""""The framework should not rely on names for system roles - even if they cannot be renamed in UI currently.   After references to all special roles have been added, role name should be editable by admins of all websites. This will help localizing the roles at least for monolingual sites.  """""""		0.9320738	
DNN-7368	DNN	Improvement	"""Ability to send email asynchronously"""	"""""""When i was creating a few modules for a DNN implementation, I did not have the ability to send emails asynchronous"""""""	"""I think that the Mail service must include this option. I'll working on this"" [SEP] ""the mail service already uses a scheduled task so that mails are sent in batches, and not in real time i.e. when the mail API is used the data is stored in the coremessaging_messages table and later on the scheduled task handles them in batches (50 at a time AFAIR)"" [SEP] ""As noted by Cathal, this capability is already built into the product and has been for ages. """	0.92894447	
DNN-7805	DNN	Story	"""DCC - Implement Dnn.EditorFor and Dnn.DisplayFor for Content Fields of type List."""	"""""""h2. Card  As a DCC Viewer Editor, I want to be able to add content to items of type list and be able to see them.     h2. Conversation  This can be achieved by implementing the appropiate EditorFor methods in the class DotNetNuke.Web.Mvc.Helpers.HtmlEditorExtensions and the DisplayFor methods in the class HtmlDisplayExtensions for supporting fields of types list. This implementation will create html and javascript code to add/edit/delete elements to the list.  It mught be necessary to implement LabelFor methods in the DotNetNuke.Web.Mvc.Helpers.DnnLabelExtensions class"""""""	"""Attached some mockups as a suggested UI for editing and viewing a List of Text and a List of Employee"" [SEP] ""Batch update of issues that won't be addressed due to change in functionality from version 9.0. If you feel these issues are still relevant, please feel free to re-open."""	0.926012	
DNN-8999	DNN	Improvement	"""Removal of layout mode limits support functionality of the platform"""	"""""""Removal of the layout mode from a regular user perspective appears to be an overall net """"""""Gain"""""""", however, there was one major customer support aspect of the functionality that no longer exists in the platform.    In prior versions of DNN you could enable Layout Mode and then navigate to a page with a module that was throwing exceptions and remove the offending module.  Now, if you have a module that causes certain kinds of exceptions that break rendering of the page your options for removal are more limited.    Is there any possiblity of adding/retaining a functionality to support this?"""""""	"""Mitchel,   I don't believe we will bring this back.  You can still remove the module from Page Settings.  I could see possibly adding a query string parameter option, but I would prefer not to see this introduced in the UI because it has very limited value.    -Will"" [SEP] ""Will -     I figured that was going to be the argument here, but I wanted to try as there is benefit in environments with un-named modules etc where the placement of the module is helpful to know.    Example Situation:    Page with 15 modules on it, none of those modules have titles to them.  You add a new module with a blank title, it is at the bottom of the Content Pane, and it blows up entirely.    In this case the Modules list in the page settings doesn't help as I cannot target it directly.      A querystring personally, that was a hidden support feature would be awesome.  As I know the framework underneath still supports it."" [SEP] ""We will add the ability to access layout mode via query string in the next release.    -Will"""	0.91863596	
DNN-10110	DNN	Improvement	"""Review: Connector: Azure account validation logic. """	"""""""By testing DNN-10101, a general question pop-up between dev and QA: what is really the policy and logic to validate the Azure account.     We saw the problem because when input different combination of the Account Name and Account Key, the returned error message could be different.     Hard to test and summarize its pattern. I'd like to ask Developer to review the logic behind this.     Same requests to all other connectors. """""""	"""PR submitted, https://github.com/dnnsoftware/Dnn.Platform/pull/1815"" [SEP] ""Changes looks good and merged."" [SEP] ""Test case:   (/) Verify that invalid Account name contain space in between throw error """" Account Key cannot be empty.""""  (/) verify that invalid Account key contain space throw error """"  Input is not a valid Account Key.""""  (/) Verify that invalid Account name contain special character in between throw error """" Account Key cannot be empty.""""  (/) verify that invalid Account key contain special character throw error """"  Input is not a valid Account Key.""""  (/) verify that  valid inputs in Account name and Account key should get saved and click on save without select a Container throw error"""" The Container Name introduced is not valid.""""  (/) verify that  valid inputs in Account name and Account key should get saved and click on save with select a Container show message """"Item successfully saved.""""  (/) Verify that removing all values from Account name, Account key and un-select the Container  an"	0.9164746	
DNN-8738	DNN	Improvement	"""Expose Rich Text Editor to MVC Modules"""	"""""""Currently, developers of MVC modules are unable to utilize the HTML Editor, or any associated functionality within their MVC modules.  Expected behavior is to be able to integrate with the DNN Platform in a manner that allows for common controls to be leveraged to ensure consistency in implementation between MVC, SPA, and WebForms modules."""""""	"""+1"""	0.91489	
DNN-7806	DNN	Story	"""DCC Admin - UI Re-design"""	"""""""Re-design the DCC Admin's UI to look like the screenshots below."""""""	"""Modified HTML, CSS & LESS files to make the UI change.    Notes:    1.) No JS files were touched, so functionality should still be the same.  2.) The LESS file still needs to be refactored into namespaces.  3.) The HTML elements were re-arranged a bit, mostly in the footer for the pagination.    I've added a sub-task to re-work the editing/adding functionality to be more like the Data Types edit functionality."" [SEP] ""Latest commit includes JS file modifications."" [SEP] ""Added missing fonts into the DCC Admin Manager module. Reassigned back to [~accountid:<USER> to work on feedback provided from code review."" [SEP] ""Hi [~accountid:<USER>, I've implemented the recent UI re-design to my latest build (423) and I believe I have found all the UI issues that are present. The latest commit (10/28/2015-12:15pm), contains refactored templates.js file, as well as an updated CSS/LESS file. HTML file was also updated.    See screencast for the results: http://screencast.com/t/GpocoUfE8D"" [SEP] ""Hi [~accountid:<USER>,   "	0.91359097	
DNN-10657	DNN	Improvement	"""SI: Module Settings - Publish Date: Allow Roles with Edit Rights to view module"""	"""""""Currently, if a specific role has access to view/edit/manage settings for a module then the role would be able to see the module during its publication date. Nevertheless, if the Start date is in the future or if the end date has already passed (in other words if the module is no longer published), then the module would not be visible for the role with edits right and will not be able to work on it.    The use case where this feature is needed is when one has a custom role managing important information/announcement banners which are not always visible; and the users in this role should have the rights to edit and publish these modules. However, once the publish date does not match the ranges between start and end dates, users in that role are no longer able to view nor edit the module."""""""		0.9116556	
DNN-8160	DNN	Improvement	"""The Client Resource Manager isn't removing comments of files that are compiled which makes it less efficient"""	"""""""A website we've build is marked as unminified by google page speed insight because of the exisiting comments within compiled js and css files by the CRM of DNN. The files are compiled the right way but sets comments about which file is starting where, which in my opnion is quite unnecessary. Can you explain why you have build it this way?    http://www.vsm.nl/DependencyHandler.axd/2c8b552879ff1ea814251fc2c16510a6.10.js"""""""		0.910996	
DNN-10603	DNN	Improvement	"""UI for User Profiles, Accounts, Groups, Messaging Improved"""	"""""""I am putting in a request for DNN Community edition to improve the user interface for the user profiles and account information to be displayed.    Also the messenger and group management.   Buttons to work to get around between the user for the console is kinda odd as when you visit someone elses profile you see """"""""My Messages"""""""" and when you go there to the page with the message system on it it shows nothing when you would think it would show your conversations with that person or ability to make a message to that person from that module.    Simple things that would actually make this function better for a user in need.  I am having problems with setting up profiles with custom fields and displaying them.  I can see them as admin but I cannot see them as any user on a site.  And the custom fields when you edit profile and the fields when you are admin from the admin panel are different.  The admin panel shows up with date picker for picking a birthdate... and so on.  Some reason maybe due to the skin but things are a little sloppy for the user side of things.  Hoping someday this will get looked into as I know I have thread requests from long ago that relate.      Thanks for all you are doing things keep getting better each release!"""""""		0.9106211	
DNN-8319	DNN	Improvement	"""Profanity filter definition issues"""	"""""""The following problems have been detected trying to define profanity filters.    By default, this filter is defined in a clean install:  Text=FindThisText, Value=ReplaceWithNothing    Note that Text can have duplicates, but Value can't.    In the case we would need to define filters so several prohibited words change to """"""""censored"""""""", we would need to define:  - Text=ProhibitedWord1, Value=censored  - Text=ProhibitedWord2, Value=censored  This is not possible, as value can't have duplicates    In the other hand, it is possible to create other filters like:  - Text=SomeProhibitedWord, Value=aaaa  - Text=SomeProhibitedWord, Value=bbbb  In this case, it is not well defined to which value, the appareances of 'SomeProhibitedWord' will be replaced to.    Summarizing, for profanity, the duplicate check would need to be done for Text, not for Value."""""""	"""Batch update of issues that won't be addressed due to change in functionality from version 9.0"""	0.90753967	
DNN-9472	DNN	Story	"""I/E: Roles Import/Export"""	"""""""This is a sub task for the Roles part of Site I/E.    Roles will be an all-or-nothing operation. No selection to choose which roles to export/import and which ones to leave alone. The import process should also check for duplicates and not replace or disturb existing roles or users of those roles. If, on export, there are users assigned to a new role--on import, those roles should populate with the assigned users as well."""""""	"""Test case :   (/) Verify that default roles should get Exported and imported successfully in full mode  (/) Verify that new created roles should get imported and exported successfully in full mode  (/) verify that deleted role should  not get imported and exported successfully in full mode where delete is not include  (/) verify that deleted role should  not get imported and exported successfully in full mode where delete is include  (/) verify that export user and assign role to the user , will export the user even the role is not selected to export or import  (/) verify that newly created group should get export and import in full  mode  (/) verify that change the role name and role description and export and import the role in differential mode   (/) verify that if the role is assign to user and import the change role to the site , it should not replace the current role of the user get added to user  (/) verify that if the role name is change under the group and export the role with differential then it s"	0.9054119	
DNN-7378	DNN	Story	"""Extract Language Manager into a separate module"""	"""""""h2. Card  The Language Manager is used for managing multi-language features for a site. The Language Manager is just a UI that exists over the top of the core platform APIs.  The UI components should be extracted into a separate module, however the underlying public API and data components should remain part of the platform.    h2. Conversation  This initial conversion effort is only focused on conversion to a module and shall not include conversion to a MVC or SPA module.    h2. Confirmation  """""""	"""Note: there are some general (host) and site settings included in this modules, which might need to be moved to Host Settings / Site Settings."" [SEP] ""We will keep DNN-7565 open to verify one last Test Case we should cover. This JIRA item will be closed as it is.   """	0.90412027	
DNN-9283	DNN	Improvement	"""SI: Add a different SMTP Server for each different Localization"""	"""""""A customer suggested that the option to have different SMTP servers for each localized version of the site should be added since many multi-national companies would use a local SMTP server for each localized version of their site.    The existing option to use different SMTP servers is to create each localized version as a different site."""""""		0.9009219	
DNN-10221	DNN	Improvement	"""SI: Import Export Automation """	"""""""A customer has requested that there be the ability to automate the import and export of sites using an API. This would allow them to have a more streamlined process for doing the import and export. """""""	"""[~accountid:<USER> This capability is already built into the product. I am going to assign it to [~accountid:<USER> who can speak to more details about how once he is back in the office. "" [SEP] ""[~accountid:<USER> Thanks for letting me know. "" [SEP] ""[~accountid:<USER>,    The whole Export/Import process is controlled through WEB API requests. The controller for these API methods are coded in this file (part of the open source Platform in GitHub):  https://github.com/dnnsoftware/Dnn.Platform/blob/353e0649346784996f49880069316dcdf91ab864/DNN%20Platform/Modules/DnnExportImport/Services/ExportImportController.cs    The customer needs to use these API methods if they want to automate the export/import process. But, keep in mind that the export/import requests only add a job to the scheduler queue and the scheduler takes care of the exporting/importing process itself. The scheduler job starts working either (almost) immediately or at regular scheduled time; depending on the passed parameters. There is an API to "	0.8943134	
DNN-7636	DNN	Improvement	"""Add cssclass to Logo skinobject"""	"""""""Very useful for responsive design with bootstrap to make the Logo image responsive with the class img-responsive in bootstrap."""""""	"""thanks for logging this - please note, you can submit this as a pull request via github, see http://www.dnnsoftware.com/wiki/github for some help. By submitting a pull request, you save us time, and ensure you request is dealt with promptly "" [SEP] ""PR submitted by [~accountid:<USER> https://github.com/dnnsoftware/Dnn.Platform/pull/1128    Reviewed and merged into platform build# 8.0.0.688"" [SEP] ""Added CSSClass property into Logo.ascx.cs file.    Line:         public string CssClass { get; set; }    Added check to set css class if available.    Lines:                   if (!String.IsNullOrEmpty(CssClass))           {                imgLogo.CssClass = CssClass;            }    To test: Go to logo.ascx in site folder, and add CssClass property to the imgLogo.    Example: <asp:image CssClass=""""img-responsive"""" id=""""imgLogo"""" runat=""""server"""" enableviewstate=""""False"""" />    Confirmation: Open website, right click on logo, image tag should have class img-responsive on there.  "" [SEP] ""Verified clean install & up"	0.89422303	
DNN-9740	DNN	Story	"""PB General: UI for Assigning Persona Bar Permissions"""	"""""""As an Admin or Host user,  I need to assign permissions to individual Persona Bar menu items for individual Users and Roles,  as part of the updated dynamic Persona Bar.   """""""	"""Hi [~accountid:<USER>, can you please provide more information (i.e. mockups) around this story. Is this going to be a new menu item under persona bar? Is this Platform also? Thks."" [SEP] ""Hi [~accountid:<USER> - due to resource restraints, I'm pulling this from the sprint. The story will be fully built in conjunction with desired design and behavior in the coming sprints. "" [SEP] ""Closing this one because support logged a duplicate and associated multiple Zendesk tickets w/ it (so it is easier to close this one out). """	0.89397997	
DNN-7928	DNN	Improvement	"""DNN's default css should be split up and only optionally loaded"""	"""""""Default.css contains a css reset and numerous styles to provide a basis for DNN. Since there is no option to not load this stylesheet, developers have to jump through all kinds of hoops to get the effects they desire.    A way forward would be to  1. Get rid of a default loading stylesheet altogether  2. Allow both skins and modules to signal dependencies like we do with JS libraries  3. Split the old default and deliver a reset css and dnn css file as """"""""core libraries"""""""" skins and modules can reference          """""""	"""Timo has come up with an interesting suggestion: create a v8 skin package type. For older skins the default.css will load as before. For v8 skins it is up to the skin (skins will let DNN know what to load). This may very well offer us a way forward with minimal breaking changes."" [SEP] ""This is ready for review.  "" [SEP] ""Code review done.    Summary of the changes done:  * previous default.css moved to new path    * new default.css for 8.0.0, the new default one:    ** 8.0.0 'default.css' cleaned up in DNN-7994.  * client dependency has now new options:  ** Framework.  ** Version.  ** ForceVersion, meant for skin designers that wish to override choices made by module developers or the framework.  * added new controls that manage the new options:  ** RegisterScript (DnnJsInclude/Exclude).  ** RegisterStyleSheet (DnnCssInclude/Exclude).    *Note for QA*  Although this issue was pending to be reviewed, it was merged long time ago. So new features related to the default.css file for 8.0.0 are been already teste"	0.8924001	
DNN-9245	DNN	Task	"""Platform Persona Bar - Menu Flyout Dimension Revisions"""	"""""""Please see attached screenshot markup, there are a few adjustments needed to our standard Persona Bar Menu Flyouts on the Platform Build.  Please Adjust these to match the padding and spacing from as shown.    1. Update horizontal dimensions and spacing of persona bar menu flyouts to match Evoq    2. Increase padding at bottom of the flyout to match Evoq style guide.  It should be 42 px from bottom of text to the bottom of the flyout, typical for all persona bar menu flyouts"""""""	"""[~accountid:<USER> Please refer to the Evoq style guide for any other dimensional information on the flyouts.  In platform, the dimensions, spacing and padding of the flyout should more or less match"" [SEP] ""Hi [~accountid:<USER>, can you please clarify what need to be changed here? i can't compare it with evoq, as they are different design, and im not sure what are different and need to change. thx."" [SEP] ""[~accountid:<USER> The spacing and padding dimensions need to be updated per the markup.     !Screen_Shot_2017-01-13_at_10_02_09_AM.png|thumbnail!     1. As shown in the mockup, change the padding at left of the text to 37 px, typical for all of the menu flyouts.  The total space of the columns should be as marked up on the screenshot: 200 px from the left edge of the flyout to the start second column of text (or the end of the flyout if this were a single column flyout), and then 163 px from start of second text to the right edge of the flyout, as marked on the screenshot.    2. The padding at the botto"	0.8867708	
DNN-9001	DNN	Improvement	"""SI: CKEditor cursor location on switch to source view"""	"""""""While editing content with the CKEditor, if the user highlights text then switches to source view, they lose their place in the content. In the basic editor switching to HTML view takes you to the location of text you have highlighted in design view. A client is accustomed to this functionality and is saying how hard it is to find their place in the HTML source.    Here are the steps to reproduce:    1. Go to a page with an HTML module that has a significant amount of content.    2. Put the page in edit mode.    3. Click on the module content to enter simple edit mode. Don’t go into advanced edit mode yet.    4. In the basic editor, scroll down a bit to some content in the middle of the module and highlight some text.    5. Click the toolbar button to go into the HTML source code (still in the basic editor).    6. Note that the text you highlighted in design view is now still highlighted in source code view.    7. Click the toolbar button to go back to design view.    8. Go into advanced edit (CKEditor) mode.    9. Repeat steps 4 and 5 in the advanced editor.    10. Note when you switch to the HTML source code view, your cursor is at the top of the content and the text you highlighted in design view is not highlighted in HTML source view. To find the code you were looking at, you have to be able to decipher the source code or use the browser’s find function, that is _if_ you can remember what the text was and don’t mis-type anything in the search box."""""""		0.8847521	
DNN-10592	DNN	Improvement	"""SI: Ability to utilize tokens in the Journal module"""	"""""""A customer is requesting that tokens should be allowed to be used in the Journal module such as [JOURNALCONTROL:GROUPAVATAR] to link with the Social Groups module to see which groups the users are posting from."""""""		0.8800108	
DNN-10539	DNN	Improvement	"""slow performance of GetUserByPasswordResetToken"""	"""""""On sites with many users (> 100k), the procedure tends to time out, as it scans all records due to a missing index.  The best solution would be a dedicated table PasswordResetTokens.  As an easier fix, I suggest adding a filtered index on PasswordResetToken  of users table (where passwordResetToken is not Null) and clearing all outdated and used tokens when possible, which keeps the index very small and fast.  Limitation: the system might no longer be able to identify and display, whether a token is just outdated or (not issues or already been used) - but IMO this is not necessary.    I volunteer to provide necessary SQL code, if accepted (should not require API changes)"""""""		0.8798834	
DNN-10124	DNN	Improvement	"""Possibility to reinstate DNN8 View layout and Pane postions"""	"""""""This is really a list of features that have been removed in DNN9 and I think they are a backwards step.  1. No view layout mode.  this was good because you could visualize the panes  in a skin and then demonstrate to non techy users exactly where they should place new content .Also  a quick way to see where page modules are positioned.    2.The removal of pane names in edit mode is not helpful to non technical administrators, they now have no real idea where they should drag and drop a new module.      As all the panes are collapsed with no descriptions???   trying to figure what pane or row of panes an existing module is using is tricky to say the least, for example it is not obvious whether the pane you choose is right/left narrow or left/right wide or which row it belongs too.    3. When adding a new module I can no longer specify the correct pane in advance. I have to place it then right click to choose a pane. Ok,  in theory but I refer to the previous question.    4. If I bring in an existing module from another page it totally screws up the positions of other modules on the page and I have to reset them all again (at least it does on my package).    I  have to write a training module for our 200+ """"""""non technical"""""""" editors and the section on how to add new modules to a specified particular pane is going to be a pain in the *@#%.  And copying an existing module is likely to be very confusing, even too much to get their heads around.    One of the selling points for DNN for me is its really easy interface, I appreciate that liquid content is the way forward, but many orgs like mine (local government)   where we have lots of editors who's only digital experience is word or excel, so the lack of easy to visualize placement is detrimental """""""	"""# There is an item in the backlog this duplicates, I linked to that (DNN-8999)  # There is an item in the backlog this duplicates, I linked to that (DNN-9222)  # In the Platform, this was indeed removed (and there are no plans to bring it back). In Evoq, you can click into any content pane to add content directly in the pane.   ## That said, there is an item in the backlog this duplicates (DNN-9169)  # There was a bug around we recently just fixed that this duplicates, I linked to that (DNN-10095)  "" [SEP] ""3. I take your point on being able to click into any content pane in evoq to place a module,  *but *this is only useful if the visual representation of pane names and how they line up is visible to guide a user to the correct pane they need.  At the moment this is pure guess work especially as many skins now are multi sectioned for long parallax landing pages and as a result users see long lists of collapsed panes that does not tell you what type of layout they offer.    I cannot see why removing this is "	0.878861	
DNN-7395	DNN	Sub-task	"""refactor OAuth.AuthorizationServer.Core to use DNN namespacing and integrate all required classes"""	"""""""currently we have two projects (OAuth.AuthorizationServer.Core and OAuth.AuthorizationServer.Core.API), as well as additional supporting classes within DNN.Web . These should all be moved into a DNN.OAuth.AuthorizationServer.Core assembly."""""""	"""note: this is being done in combination with https://dnntracker.atlassian.net/browse/DNN-7389 -the eventual outcome is a library project"""	0.8692059	
DNN-9626	DNN	Improvement	"""Move per site Terms and Privacy content out of resource file(s) and into discrete areas of Site Settings that are then stored in the database"""	"""""""It would be great to have the Terms and Privacy areas moved out of the resource file(s) and into discrete areas/fields within Site Settings, where they can be easily edited (with tokens) and then the content stored within the database, vs. in the .resx file(s)."""""""	"""We do not want to add additional settings for this (or most anything else if possible). in this case, you should create a custom page for each one (terms and conditions) and do one of the following: Use AUM to redirect all requests to the new pages, change the skin to have this as a content pane then a module that links to the new pages (set to display on all pages) or link to the page directly in the skin instead of using the skin object. "" [SEP] ""It should be easy for any developer to create a PersonaBar Extension, which provides editing support for those two contents as well as email message templates stored in the same file."""	0.8688079	
DNN-9013	DNN	Improvement	"""consolidate asset management modules"""	"""""""consolidate instances for site and host.  if current user is host user, provide a switch to display _default content (like pages module does)"""""""	"""This is already in the backlog.  We know this needs to be done.  Closing as duplicate."" [SEP] ""please provide a link to the duplicate issue, thanks."""	0.86557233	
DNN-7372	DNN	Improvement	"""SI: Module - Social Sharing Unavailable In Evoq Content / Content Basic"""	"""""""Customer inquired if there was an OOTB solution for creating a Button that allows sharing videos/ articles / pictures on social media.     Feature exists in only in Evoq Engage. Advised customer I would make a suggestion that the feature be included in the other evoq products."""""""	"""This is exclusive as an independent module to Engage. If they are Evoq Content customers (not Content Basic) the Publisher module has this available specific to that module. There are also third party options available in the DNN Forge as well as the store. """	0.86449087	
DNN-7874	DNN	Task	"""Ensure All Extensions Version 8.0"""	"""""""All manifests/extension versions need to be set to 8.0. """""""	"""After discussing with Chris, this is the summary of the changes done in the version number of the extensions.    These are the extensions whose version number *have been updated to 8.0.0*:  * Modules category  ** All modules  * Authentication Systems  ** Default Authentication  * Dashboard Controls  ** All Dashboard Controls  * Libraries  ** All libraries  * Providers  ** DotNetNuke Client Capability Provider  * Skin Objects  ** All the skin objects      These are the extensions whose version number *have NOT been updated to 8.0.0*:  * Containers  ** All Containers  * Javascripts Libraries  ** All javascript libraries  * Providers  ** DNNConnect CKEditorProvider  * Themes  ** All the themes"" [SEP] ""Could you please [~accountid:<USER> review my changes and merge them into development branch?  https://github.com/dnnsoftware/Dnn.Platform/pull/1016"" [SEP] ""Merged build 8.0.0.532"" [SEP] ""Platform 8.0.0.540  * (x) According to first comment by Pedro, *all dashboard controls* are supposed to be version 8.0.0. But, "	0.8588148	
DNN-8181	DNN	Bug	"""HTML Module - Workflow & Module Settings Bug (Seen in Upgrades)"""	"""""""After upgrading to 8.0.0.674 (http://dotnetnuke.codeplex.com/releases/view/619000) I am getting this error   https://www.facebook.com/groups/dnnconnect/permalink/779531275526848/    Error: Text/HTML is currently unavailable. DotNetNuke.Services.Exceptions.ModuleLoadException: Object reference not set to an instance of an object. ---> System.NullReferenceException: Object reference not set to an instance of an object. at DotNetNuke.Modules.Html.HtmlTextController.GetWorkflow(Int32 ModuleId, Int32 TabId, Int32 PortalId) at DotNetNuke.Modules.Html.HtmlModule.OnInit(EventArgs e) --- End of inner exception stack trace ---  An error has occurred. DotNetNuke.Services.Exceptions.ModuleLoadException: Object reference not set to an instance of an object. ---> System.NullReferenceException: Object reference not set to an instance of an object. at DotNetNuke.Modules.Html.HtmlTextController.GetWorkflow(Int32 ModuleId, Int32 TabId, Int32 PortalId) at DotNetNuke.Modules.Html.HtmlModule.get_ModuleActions() at DotNetNuke.UI.Modules.ModuleInstanceContext.LoadActions(HttpRequest request) at DotNetNuke.UI.Modules.ModuleInstanceContext.get_Actions() at DotNetNuke.UI.Containers.ActionBase. (EventArgs e) --- End of inner exception stack trace ---  Error: Text/HTML is currently unavailable. DotNetNuke.Services.Exceptions.ModuleLoadException: The UPDATE statement conflicted with the FOREIGN KEY constraint """"""""FK_HtmlText_WorkflowStates"""""""". The conflict occurred in database """"""""dnn1"""""""", table """"""""dbo.WorkflowStates"""""""", column 'StateID'. The statement has been terminated. ---> System.Data.SqlClient.SqlException: The UPDATE statement conflicted with the FOREIGN KEY constraint """"""""FK_HtmlText_WorkflowStates"""""""". The conflict occurred in database """"""""dnn1"""""""", table """"""""dbo.WorkflowStates"""""""", column 'StateID'. The statement has been terminated. at System.Data.SqlClient.SqlConnection. (SqlException exception, Boolean breakConnection, Action`1 wrapCloseInAction) at System.Data.SqlClient.TdsParser.ThrowExceptionAndWarning(TdsParserStateObject stateObj, Boolean callerHasConnectionLock, Boolean asyncClose) at System.Data.SqlClient.TdsParser.TryRun(RunBehavior runBehavior, SqlCommand cmdHandler, SqlDataReader dataStream, BulkCopySimpleResultSet bulkCopyHandler, TdsParserStateObject stateObj, Boolean& dataReady) at System.Data.SqlClient.SqlCommand.FinishExecuteReader(SqlDataReader ds, RunBehavior runBehavior, String resetOptionsString) at System.Data.SqlClient.SqlCommand.RunExecuteReaderTds(CommandBehavior cmdBehavior, RunBehavior runBehavior, Boolean returnStream, Boolean async, Int32 timeout, Task& task, Boolean asyncWrite, SqlDataReader ds) at System.Data.SqlClient.SqlCommand.RunExecuteReader(CommandBehavior cmdBehavior, RunBehavior runBehavior, Boolean returnStream, String method, TaskCompletionSource`1 completion, Int32 timeout, Task& task, Boolean asyncWrite) at System.Data.SqlClient.SqlCommand.InternalExecuteNonQuery(TaskCompletionSource`1 completion, String methodName, Boolean sendToPipe, Int32 timeout, Boolean asyncWrite) at System.Data.SqlClient.SqlCommand.ExecuteNonQuery() at PetaPoco.Database.Execute(String sql, Object[] args) at DotNetNuke.Data.PetaPoco.PetaPocoHelper.ExecuteNonQuery(String connectionString, CommandType type, String sql, Object[] args) at DotNetNuke.Modules.Html.Components.DataProvider.UpdateHtmlText(Int32 ItemID, String Content, String Summary, Int32 StateID, Boolean IsPublished, Int32 LastModifiedByUserID) at DotNetNuke.Modules.Html.HtmlTextController.UpdateHtmlText(HtmlTextInfo htmlContent, Int32 MaximumVersionHistory) at DotNetNuke.Modules.Html.HtmlTextController.GetTopHtmlText(Int32 moduleId, Boolean isPublished, Int32 workflowId) at DotNetNuke.Modules.Html.HtmlModule. (EventArgs e) --- End of inner exception stack trace ---    This """""""	"""This was from an email from [~accountid:<USER>:  """"I was reviewing the issue. The issue is related to the HTML module settings. I was able to reproduce it and the problematic setting is ‘HtmlText_UseDecorate’. The value for this setting in 7.3.4 is """"1"""" but this value isn’t casted properly in 8.0.0, so we get these errors. In 8.0.0 this boolean settings are stored as “True"""" or “False"""". As workaround the user can set this setting to “True” in the modules that they are having problems. """""" [SEP] ""The problem was related to how the new module settings repository works. In Platform 7.3.4 some boolean module settings were stored in database as """"1"""" or """"0"""". With the new implementation, it only allows to parse string as boolean if their value is """"True"""" or """"False"""", otherwise, it is not able to convert the value into a boolean.     In this scenario, the HTML module had a boolean setting """"HtmlText_UseDecorate"""" that in some scenarios had set. Since all the settings for a module is retrieved at"	0.85587245	
DNN-7556	DNN	Improvement	"""Geography DataTypes"""	"""""""Not sure if this has been discussed but adding support for DataTypes SQL Geography and SQL Geometry would be amazing for the DCC"""""""	"""The DCC is not built around SQL data types.  Supporting these as native data types would require a significant re-architecting of the DCC."""	0.8530922	
DNN-9135	DNN	New Feature	"""Ugly Persona Bar Needs Icons"""	"""""""The new persona bar is a great idea but it looks really ugly compared to other modern sites that employ a similar side bar (or even in comparison to the EVOQ persona bar). Please add nice icons to make the persona bar look cool. It's a small touch but goes a long way for user experience. You worked hard to attract users to the new DNN platform, let's not stop there.    See examples of other sites:    [Shopify|https://s3.amazonaws.com/shopify-app-store/675baefdb7c8a5a9ce5b017f1a686cb5/screenshot/12489/original.png]    [Wordpress|https://www.webdirectors.co.uk/wp-content/uploads/2014/05/designwidget1.png]      Thank you"""""""	"""+1"" [SEP] ""We are already working to improve some visual aspects of the persona bar."""	0.84256405	
DNN-7471	DNN	Story	"""Extract User Manager into a separate module"""	"""""""h2. Card The User Manager is used for managing portal and host users for a site. The User Manager is just a UI that exists over the top of the core platform APIs.  The UI components should be extracted into a separate module, however the underlying public API and data components should remain part of the platform.  h2. Conversation This initial conversion effort is only focused on conversion to a module and shall not include conversion to a MVC or SPA module.  The new user management module should manage both portal users and host users.  Host users should only be visible and manageable by other host users.  Once installed, the user manager will only exist in the Admin menu.  The host menu user management page should be removed on upgrades.   h2. Confirmation """""""	"""After discussion with Joe/Charles, this item will be marked as """"wont fix"""". We will tackle this at a later point when we are rewriting the user management area and can better separate concerns.Note: I attached a document I generated with some detail to help, and that demonstrated the limited scope of extraction"""	0.84172297	
