project,issue_key,issue_type,score,score_reason,review_action,review_note,summary,description
DM,DM-24779,Story,10,+3:kafka; +3:distributed; +2:connector,KEEP,,Investigate alternatives for the Parquet Sink connector,"""One of the output formats required for the interoperability of the EFD and the LSP is Parquet. Parquet files have proven to be an efficient columnar data source for large datasets and also work with Dask distributed processing.    There are some other requirements for the Parquet Sink connector.   * We want to use Kafka Connect as for the other EFD connectors   * It must be open-source, if it is provided by Confluent it must be under the [Confluent Community Licence| https://www.confluent.io/confluent-community-license] since we are not paying for the Confluent Enterprise License.   * It must support time-based data partitioning, we want to split the EFD data by observing night.   * Must be able to read from Avro   * Should write to POSIX file system or to an object-store.     """
DM,DM-24053,Improvement,10,+2:rest api; +2:integration; +2:worker; +1:api; +1:service,KEEP,,Extend Qserv Replication system to allow exporting tables/chunks,"""h1. Objectives  The proposed functionality of the Qserv Replication System would allow an efficient mechanism for:  * exporting (ready to be ingested) data for external users, LSST sites, or Qserv instances of the same site  * backing up catalog data  * _in-place_ re-partitioning and re-ingesting catalogs if a change in the partitioning configuration was required    This functionality would be especially useful (or be the only option) if the original (source) of data used for ingesting a catalog is either not-available, or it's difficult to use for (re-)ingesting the catalog.    h1. Implementation details  Here is a summary of changes/additions to the existing code:  * extending system's Configuration service to allow specifying an internal (at workers) _export_ directory where the *{{CSV}}*/*{{TSV}}*-formatted dumps of the tables/chunks would be temporarily stored before returned them to clients/requestors  * adding the _export_ service to be run at each Replication System's worker  * adding the client API (library) for interactions with the workers _export_ services  * adding a binary applications build upon the API for retrieving the data from the _export_ services and writing them as local files  * extending the REST API of the *Master Replication Controller* for retrieving connection parameters of the above mentioned _export_ services needed to retrieve a content of a _regular_ table or a _chunk_ (or _chunks_) of a _partitioned_ table  * unit and/or integration tests where it may seem feasible"""
DNN,DNN-10134,Improvement,10,+3:jwt; +2:integration; +2:new endpoint; +1:endpoint,KEEP,,Add JWT endpoints for Prompt,"""We would like to add JWT enabled endpoints to Prompt.  This has been discussed with <USER>and a proof of concept was created by <USER>for integration with a mobile app.  This proof of concept was shared with <USER>and <USER>Shaio at DNN Connect 2017 and we did a live Facebook feed to show it off.  <USER>was SUPER excited about this possibility, so I am hoping we can roll this into the sprint that starts on August 4, 2017.      An old pull request was completed against Kelly Ford's old Prompt GitHub branch:    * https://github.com/dnndev/Dnn.AdminExperience.Extensions/pull/72  * https://github.com/dnndev/Dnn.AdminExperience.Extensions/issues/71    Here is the original proof of concept code:  * https://github.com/dnndev/Dnn.AdminExperience.Extensions/commit/9b4c38f71d0e870f652d83bd5905db9966a24968    Some changes have obviously been made in Cmd(), so perhaps some additional """"clean up"""" should be performed with this new endpoint.  """
FAB,FAB-17966,Story,10,+3:kafka; +2:rest api; +2:integration; +1:api,KEEP,,Integration tests for channel participation API,"""Integration tests for the channel participation API.   - Create test helpers that create and invoke REST API calls on server.  (/)    *Test cases*    With a system channel:   * Test list, list all, of network with system channel, w solo/kafka/ & raft. On raft: with multiple orderers & multiple channels, not all orderers on all channels. (/)   * Test the negatives of a network with a system channel - cannot join, cannot delete an app channel.   (/)    Without a system channel (raft only):   * Test join: as member, follower, with & without on-boarding.   (/)   * Test join: switch between member & follower and vise versa.   (/)   * Test remove: remove app channels. Add and remove same channel multiple times.  (/)   * Verify the effects of join & remove with list & list all   (/)    Test crash fault tolerance:   * On-boarding: when the orderer crashes before the follower reaches the join-block (i.e. before it was deleted from the file repo)   * Following: when the orderer crashes after the follower reaches the join-block (i.e. it was already deleted form the file repo)   * Remove: orderer crashes while removing a (big) channel (i.e. before removing the marker form the file repo - not sure how to crash the orderer in the right time for this...)    Transitions between system-channel-style & API style   * Test create system channel on empty network, continue to create channels the old way.   * Test removal of system channel on a network with channels, continue to manage with channel participation API.  (/)"""
FAB,FAB-15397,Task,10,+3:grpc; +2:throttle; +2:sdk; +1:service,KEEP,,issue related how to instantiate java chain code,"""I have installed the java chain code to fabric network(through fabric-java-sdk). when I try to instantiate the chain code from my application, I got the exception:    2019-05-09 01:56:08.388 UTC [ledgermgmt] CreateLedger -> INFO 024 Creating ledger [mychannel] with genesis block  2019-05-09 01:56:08.391 UTC [fsblkstorage] newBlockfileMgr -> INFO 025 Getting block information from block storage  2019-05-09 01:56:08.412 UTC [kvledger] CommitWithPvtData -> INFO 026 [mychannel] Committed block [0] with 1 transaction(s) in 18ms (state_validation=2ms block_commit=5ms state_commit=9ms)  2019-05-09 01:56:08.417 UTC [ledgermgmt] CreateLedger -> INFO 027 Created ledger [mychannel] with genesis block  2019-05-09 01:56:08.428 UTC [gossip.gossip] JoinChan -> INFO 028 Joining gossip network of channel mychannel with 2 organizations  2019-05-09 01:56:08.428 UTC [gossip.gossip] learnAnchorPeers -> INFO 029 No configured anchor peers of Org2MSP for channel mychannel to learn about  2019-05-09 01:56:08.428 UTC [gossip.gossip] learnAnchorPeers -> INFO 02a No configured anchor peers of Org1MSP for channel mychannel to learn about  2019-05-09 01:56:08.441 UTC [gossip.state] NewGossipStateProvider -> INFO 02b Updating metadata information, current ledger sequence is at = 0, next expected block is = 1  2019-05-09 01:56:08.442 UTC [sccapi] deploySysCC -> INFO 02c system chaincode lscc/mychannel(github.com/hyperledger/fabric/core/scc/lscc) deployed  2019-05-09 01:56:08.442 UTC [cscc] Init -> INFO 02d Init CSCC  2019-05-09 01:56:08.442 UTC [sccapi] deploySysCC -> INFO 02e system chaincode cscc/mychannel(github.com/hyperledger/fabric/core/scc/cscc) deployed  2019-05-09 01:56:08.443 UTC [qscc] Init -> INFO 02f Init QSCC  2019-05-09 01:56:08.443 UTC [sccapi] deploySysCC -> INFO 030 system chaincode qscc/mychannel(github.com/hyperledger/fabric/core/scc/qscc) deployed  2019-05-09 01:56:08.443 UTC [sccapi] deploySysCC -> INFO 031 system chaincode (+lifecycle,github.com/hyperledger/fabric/core/chaincode/lifecycle) disabled  2019-05-09 01:56:08.443 UTC [endorser] callChaincode -> INFO 032 [][42e6c392] Exit chaincode: name:""""cscc"""" (57ms)  2019-05-09 01:56:08.443 UTC [comm.grpc.server] 1 -> INFO 033 unary call completed grpc.service=protos.Endorser grpc.method=ProcessProposal grpc.peer_address=192.168.5.1:51432 grpc.code=OK grpc.call_duration=61.955775ms  2019-05-09 01:56:14.444 UTC [gossip.election] beLeader -> INFO 034 fcca1564dce0faafecf23ef9abb5959a509a1ad6fb27c9ef310a053721101606 : Becoming a leader  2019-05-09 01:56:14.444 UTC [gossip.service] func1 -> INFO 035 Elected as a leader, starting delivery service for channel mychannel  2019-05-09 01:56:22.795 UTC [endorser] callChaincode -> INFO 036 [][d3c8671f] Entry chaincode: name:""""lscc""""  2019-05-09 01:56:22.805 UTC [lscc] executeInstall -> INFO 037 Installed Chaincode [SimpleChaincode] Version [1] to peer  2019-05-09 01:56:22.805 UTC [endorser] callChaincode -> INFO 038 [][d3c8671f] Exit chaincode: name:""""lscc"""" (10ms)  2019-05-09 01:56:22.805 UTC [comm.grpc.server] 1 -> INFO 039 unary call completed grpc.service=protos.Endorser grpc.method=ProcessProposal grpc.peer_address=192.168.5.1:51467 grpc.code=OK grpc.call_duration=12.759564ms  2019-05-09 01:56:22.837 UTC [endorser] callChaincode -> INFO 03a [mychannel][1594f433] Entry chaincode: name:""""lscc""""  2019-05-09 02:03:12.521 UTC [comm.grpc.server] 1 -> INFO 03b streaming call completed grpc.service=protos.Deliver grpc.method=Deliver grpc.peer_address=192.168.5.1:51463 error=""""context finished before block retrieved: context canceled"""" grpc.code=Unknown grpc.call_duration=6m50.175713284s  2019-05-09 02:04:00.534 UTC [endorser] callChaincode -> INFO 03c [mychannel][1594f433] Exit chaincode: name:""""lscc"""" (457697ms)  2019-05-09 02:04:00.605 UTC [endorser] SimulateProposal -> ERRO 03d [mychannel][1594f433] failed to invoke chaincode name:""""lscc"""" , error: timeout expired while starting chaincode SimpleChaincode:1 for transaction  github.com/hyperledger/fabric/core/chaincode.(*RuntimeLauncher).Launch   /opt/gopath/src/github.com/hyperledger/fabric/core/chaincode/runtime_launcher.go:75  github.com/hyperledger/fabric/core/chaincode.(*ChaincodeSupport).LaunchInit   /opt/gopath/src/github.com/hyperledger/fabric/core/chaincode/chaincode_support.go:130  github.com/hyperledger/fabric/core/chaincode.(*ChaincodeSupport).ExecuteLegacyInit   /opt/gopath/src/github.com/hyperledger/fabric/core/chaincode/chaincode_support.go:222  github.com/hyperledger/fabric/core/endorser.(*SupportImpl).ExecuteLegacyInit   /opt/gopath/src/github.com/hyperledger/fabric/core/endorser/support.go:131  github.com/hyperledger/fabric/core/endorser.(*Endorser).callChaincode   /opt/gopath/src/github.com/hyperledger/fabric/core/endorser/endorser.go:183  github.com/hyperledger/fabric/core/endorser.(*Endorser).SimulateProposal   /opt/gopath/src/github.com/hyperledger/fabric/core/endorser/endorser.go:247  github.com/hyperledger/fabric/core/endorser.(*Endorser).ProcessProposal   /opt/gopath/src/github.com/hyperledger/fabric/core/endorser/endorser.go:500  github.com/hyperledger/fabric/core/handlers/auth/filter.(*expirationCheckFilter).ProcessProposal   /opt/gopath/src/github.com/hyperledger/fabric/core/handlers/auth/filter/expiration.go:61  github.com/hyperledger/fabric/core/handlers/auth/filter.(*filter).ProcessProposal   /opt/gopath/src/github.com/hyperledger/fabric/core/handlers/auth/filter/filter.go:32  github.com/hyperledger/fabric/protos/peer._Endorser_ProcessProposal_Handler.func1   /opt/gopath/src/github.com/hyperledger/fabric/protos/peer/peer.pb.go:169  github.com/hyperledger/fabric/vendor/github.com/grpc-ecosystem/go-grpc-middleware.ChainUnaryServer.func1.1   /opt/gopath/src/github.com/hyperledger/fabric/vendor/github.com/grpc-ecosystem/go-grpc-middleware/chain.go:31  github.com/hyperledger/fabric/core/comm.(*Throttle).UnaryServerIntercptor   /opt/gopath/src/github.com/hyperledger/fabric/core/comm/throttle.go:54  github.com/hyperledger/fabric/core/comm.(*Throttle).UnaryServerIntercptor-fm   /opt/gopath/src/github.com/hyperledger/fabric/peer/node/start.go:224  github.com/hyperledger/fabric/vendor/github.com/grpc-ecosystem/go-grpc-middleware.ChainUnaryServer.func1.1   /opt/gopath/src/github.com/hyperledger/fabric/vendor/github.com/grpc-ecosystem/go-grpc-middleware/chain.go:34  github.com/hyperledger/fabric/common/grpclogging.UnaryServerInterceptor.func1   /opt/gopath/src/github.com/hyperledger/fabric/common/grpclogging/server.go:91  github.com/hyperledger/fabric/vendor/github.com/grpc-ecosystem/go-grpc-middleware.ChainUnaryServer.func1.1   /opt/gopath/src/github.com/hyperledger/fabric/vendor/github.com/grpc-ecosystem/go-grpc-middleware/chain.go:34  github.com/hyperledger/fabric/common/grpcmetrics.UnaryServerInterceptor.func1   /opt/gopath/src/github.com/hyperledger/fabric/common/grpcmetrics/interceptor.go:30  github.com/hyperledger/fabric/vendor/github.com/grpc-ecosystem/go-grpc-middleware.ChainUnaryServer.func1   /opt/gopath/src/github.com/hyperledger/fabric/vendor/github.com/grpc-ecosystem/go-grpc-middleware/chain.go:39  github.com/hyperledger/fabric/protos/peer._Endorser_ProcessProposal_Handler   /opt/gopath/src/github.com/hyperledger/fabric/protos/peer/peer.pb.go:171  github.com/hyperledger/fabric/vendor/google.golang.org/grpc.(*Server).processUnaryRPC   /opt/gopath/src/github.com/hyperledger/fabric/vendor/google.golang.org/grpc/server.go:982  github.com/hyperledger/fabric/vendor/google.golang.org/grpc.(*Server).handleStream   /opt/gopath/src/github.com/hyperledger/fabric/vendor/google.golang.org/grpc/server.go:1208  github.com/hyperledger/fabric/vendor/google.golang.org/grpc.(*Server).serveStreams.func1.1   /opt/gopath/src/github.com/hyperledger/fabric/vendor/google.golang.org/grpc/server.go:686  runtime.goexit   /opt/go/src/runtime/asm_amd64.s:1333  2019-05-09 02:04:00.620 UTC [comm.grpc.server] 1 -> INFO 03e unary call completed grpc.service=protos.Endorser grpc.method=ProcessProposal grpc.peer_address=192.168.5.1:51467 grpc.code=OK grpc.call_duration=7m37.785035653s     """
JRASERVER,JRASERVER-71602,Suggestion,10,+3:jwt; +2:authentication; +2:rest api; +1:api,KEEP,,JIRA REST API with JWT authentication,"""We can confirm after a conversation with the DEV team, there is *no support* for server querying of the *JIRA REST API* with *JWT* authentication.      The DEV team is working to implement *oAuth2.0* for the Jira server, but currently, only *Jira cloud* has support for *JWT*.    (?) Can we have a feature that makes Jira consume JWT token for REST APIs usage?    Something similar to the JWT authentication which is being used on Jira Cloud, but, in preference something more """"generic"""" that users can integrate with their own apps.    Feature Request created based on [PS-66118|https://getsupport.atlassian.com/browse/PS-66118]    We can see it's implemented for Confluence as well: [https://developer.atlassian.com/server/confluence/How-to-make-REST-API-endpoints-available-for-JWT-authentication/]"""
JRASERVER,JRASERVER-71372,Suggestion,10,+3:saml; +3:sso; +2:connector,KEEP,,Provide support for multiple identity providers (IdPs) in native DC SAML connector,"""h3. Problem Definition  The native SAML connector in Jira Data Center only allows for the configuration of a single IdP. This is limiting for certain use cases, especially where external users may be authenticating to an instance via a different domain.     h3. Suggested Solution  Provide support for configuration multiple IdPs using the native SAML connector.     h3. Workaround   There are several third-party DC SAML/SSO plugins on the Atlassian Marketplace that allow for the configuration of multiple IdPs."""
JRASERVER,JRASERVER-71323,Suggestion,10,+3:saml; +3:identity provider; +2:integration,KEEP,,User creation & update on-the-fly with data from SAML attributes,"""Currently, while configuring SAML with Jira, it is required using an User Directory (internal or LDAP) to manage application access and such configuration must be done upfront, as there is no automated way to synchronize users between internal directories and the SAML identity provider (as described [here|https://confluence.atlassian.com/enterprise/adding-saml-integration-to-your-existing-user-management-infrastructure-861244976.html#AddingSAMLintegrationtoyourexistingusermanagementinfrastructure-Usingyourapplication'sinternaldirectory]).    The suggestion here is to create this automation, where user creation and update can be done automatically while log in Jira using SAML.  """
MESOS,MESOS-10163,Task,10,+3:grpc; +1:component; +1:plugin; +1:endpoint; +1:api,KEEP,,Implement a new component to launch CSI plugins as standalone containers and make CSI gRPC calls,"""*Background:*    Originally we want `volume/csi` isolator to leverage the existing [service manager|https://github.com/apache/mesos/blob/1.10.0/src/csi/service_manager.hpp#L50:L51] to launch CSI plugins as standalone containers and currently service manager needs to call the following agent HTTP APIs:   # `GET_CONTAINERS` to get all standalone containers in its `recover` method.   # `KILL_CONTAINER` and `WAIT_CONTAINER` to kill the outdated standalone containers in its `recover` method.   # `LAUNCH_CONTAINER` via the existing [ContainerDaemon|https://github.com/apache/mesos/blob/1.10.0/src/slave/container_daemon.hpp#L41:L46] to launch CSI plugin as standalone container when its `getEndpoint` method is called.    The problem with the above design is, `volume/csi` isolator may need to clean up orphan container during agent recovery which is triggered by containerizer (see [here|https://github.com/apache/mesos/blob/1.10.0/src/slave/containerizer/mesos/containerizer.cpp#L1272:L1275] for details), to clean up an orphan container which is using a CSI volume, `volume/csi` isolator needs to instantiate and recover the service manager and get CSI plugin’s endpoint from it (i.e., service manager’s `getEndpoint` method will be called by `volume/csi` isolator during agent recovery. And as I mentioned above service manager’s `getEndpoint` may need to call `LAUNCH_CONTAINER` to launch CSI plugin as standalone container, since agent is still in recovering state, such agent HTTP call will be just rejected by agent. So we have to instantiate and recover service manager *after agent recovery is done*, but in `volume/csi` isolator we do not have such information (i.e. the signal that agent recovery is done).    *Solution*    We need to implement a new component (like `CSIVolumeManager` or a better name?) in Mesos agent which is responsible for launching CSI plugins as standalone containers (via the existing [service manager|https://github.com/apache/mesos/blob/1.10.0/src/csi/service_manager.hpp#L50:L51]) and making CSI gRPC calls (via the existing [volume manager|https://github.com/apache/mesos/blob/1.10.0/src/csi/volume_manager.hpp#L55:L56]).   * We can instantiate this new component in the `main` method of agent and pass it to both containerizer and agent (i.e. it will be a member of the `Slave` object), and containerizer will in turn pass it to the `volume/csi` isolator.   * Since this new component relies on service manager which will call agent HTTP APIs, we need to pass agent URL to it, like `process::http::URL(scheme, agentIP, agentPort, agentLibprocessId + """"/api/v1"""")`, see [here|https://github.com/apache/mesos/blob/1.10.0/src/slave/slave.cpp#L459:L471] for an example.   * When agent registers/reregisters with master (`Slave::registered` and `Slave::reregistered`), we should call this new component’s `start` method (see [here|https://github.com/apache/mesos/blob/1.10.0/src/slave/slave.cpp#L1740:L1742] and [here|https://github.com/apache/mesos/blob/1.10.0/src/slave/slave.cpp#L1825:L1827] as examples) which will scan the directory `--csi_plugin_config_dir` and create the `service manager - volume manager` pair for each CSI plugin loaded from that directory.   * For the `volume/csi` isolator, it needs to call this new component’s `publishVolume` and `unpublishVolume` methods in its `prepare` and `cleanup` method.    In the case of clean up orphan containers during agent recovery, `volume/csi` isolator will just call this new component’s `unpublishVolume` method as usual, and it is this new component’s responsibility to only make the actual CSI gRPC call after agent recovery is done and agent has registered with master (e.g., when this new component’s start method is called)."""
MESOS,MESOS-8014,Epic,10,+2:authentication; +2:authorization; +1:endpoint; +1:api; +1:interface,KEEP,,Provide HTTP authenticatee interface re/usable for the scheduler library.,"""h4. Motivation  Authentication and authorization have been added to most Mesos APIs at this point. Schedulers making use of the Mesos HTTP scheduler library however, currently only support a hard wired basic HTTP authentication.  To secure the master’s HTTP scheduler API, the {{/api/v1/scheduler}} endpoint must be authenticated. Without authentication, a malicious or buggy actor from within or outside the cluster could send requests to these master endpoints, potentially disrupting running schedulers or tasks, injecting harmful tasks, or exposing privileged information.   h4. Goals  - Support custom authentication of schedulers based on the Mesos V1 HTTP scheduler API library [/src/scheduler/scheduler.cpp|https://github.com/apache/mesos/blob/8198579fea7e433e202bd33f4ea62eb235859365/src/scheduler/scheduler.cpp]. - Require minimal operator configuration when enabling scheduler authentication for a simple default use case. - Provide a thin, reusable layer of abstraction enabling any HTTP API consumer to authenticate. """
MULE,MULE-11787,Epic,10,+3:oauth; +2:authentication; +2:sdk,KEEP,,SDK OAuth support,"""Tracks the effort related to supporting extensions which use OAuth as an authentication method"""
TIMOB,TIMOB-27429,New Feature,10,+2:integration; +2:sdk; +1:plugin; +1:api; +1:module,KEEP,,Webpack: Integration into the CLI build command,"""To integrate Webpack support in the CLI we need the following changes to our build:    - A new hook that communicates with appcd-plugin-webpack to get webpack build results.  - Assets generated by Webpack need to be excluded from our existing JavaScript processing from node-titanium-sdk.  - Bootstrap files will be loaded dynamically during runtime. These files need to be loaded through a [dynamic expression in import()|https://webpack.js.org/api/module-methods/#dynamic-expressions-in-import].  - (Optional) Provide the raw sources of our common JavaScript sources. Currently we bundle all files and the deprecated {{@babel/polyfill}} via rollup to create the {{ti.main.js}}. This could be optimized through a seperate webpack entry point which would allow to load seperate polyfills based in our internal usage, and end-user code usage."""
TIMOB,TIMOB-24549,Epic,10,+3:architecture; +2:asynchronous; +2:sdk,KEEP,,TiAPI: Add support for Promises,"""""""The modern development world is highly asynchronous"""".    I agree, so we should add support for promises that can be used from the JS world to improve the general callback structure. On the native side, we should a new class """"TiPromise"""" that can be used in the SDK, native modules and Hyperloop to allow promises.    I am not completely sure about the architecture so far, but we should definitely talk about it!"""
DM,DM-25840,Story,9,+3:message queue; +3:rabbitmq; +1:database,KEEP,,Remove artificial ack timeout values for messages sent by Archivers,"""When we send a message from the archiver to the forwarder, we expect to get back an ACK for that message.  We also set a timeout value for that ACK. If we don’t get the ACK after the timeout expires, we go into a fault state.  Note that the ack timeout is there to detect that something really bad is happening and that the system likely won’t get an ack no matter how long it waits.       What happened last week was that Michael sent a lot of requests to read BIAS information in very quick succession, with a very small delay. This causes messages to be backed up on the RabbitMQ queue since messages aren’t read until the work is ready to be started.  Since the initial message was sent, and a timeout was started, the timeout expires even before the Forwarder gets it from the message queue.       The simplest (and IMO, wrong) way to prevent this is to increase the ack timeout value in the config file. This is only a short term solution and pushes the problem off. We know this because we’ve already done this once; the ack timeout used to be 10 seconds, and now it’s 60. Increasing the ack timeout just kicks the can down the road.       There are several ways to fix this, and Htut-Khine and I went over several ideas.  Messages could be immediately retrieved in a thread, and then kept locally (or in a Redis database) after being acknowledged. One thread could keep reading and filling the queue, another (or multiple threads) reads from the work queue does the work. Note that this kind of defeats the purpose of the original ack timeout, since messages are responded to quickly, masking an error where the work wasn’t actually done.      We do have another mechanism in place to detect that the Forwarder is gone, which we also currently use, so we might be able to eliminate the timeout completely.  If that mechanism detects that the Forwarder is gone, the Archiver will go into a fault state. (The Forwarder can also detect when the Archiver is gone).      Note that we would still send ACKs back; we just wouldn’t time out, eliminating the artificial backlog response issue. We would also still keep the “aliveness” mechanism in place, so if the Forwarder crashed, we’d know and go into a fault state.      I think this means we can safely eliminate the ack timeout."""
DM,DM-24407,Story,9,+3:abstraction layer; +2:indexing; +1:interface; +1:database,KEEP,,Add abstractions for spatial indexing to daf.butler.registry.Database,"""Our current approach to spatial indexing on the sphere is simply to store the HTM IDs each region overlaps at a particular level, in an extra """"common skypix overlap"""" table for every table that has a region column.  This might be an okay approach for regions of a certain size, but it's definitely not a good approach for regions of arbitrary size, and probably not close to the best approach even for its ideal region size.  Doing better would probably require using special index types built for spatial overlap queries (R trees and variants thereof).  While the databases of interest to us (SQLite, Oracle, and PostgreSQL) do not support indexing regions on the sphere natively, they all do provide ways to index 3-d bounding boxes, and the lsst.sphgeom objects we work with provide ways to get 3-d bounding boxes (for a unit sphere).  The interfaces for the three databases are quite different, however, so the big challenge is probably encapsulating that functionality behind a consistent interface for the rest of our Registry code to use.  We might be able to leverage SQLAlchemy hooks for some of this customization, but I doubt they will cover everything.  While Oracle and PostgreSQL both treat geometries as column types and spatial indexes much like normal indexes, they have different syntax for inserting, querying, and relating them.  SQLite is even more different: its R tree implementation involves creating a special table for every spatial column, in which lower and upper bounds behave like regular (but separate) columms.  Adding at least some of the abstraction to our Database class might be a lot easier, and no less usable, though at present it doesn't do much with SELECT queries (they're just passed through to SQLAlchemy directly).  And I don't think this functionality needs to be totally transparent - just database-generic.  It would be totally reasonable for Registry code that's using our Database interface to work with a spatial column to have to do things it wouldn't have to do with a normal column, like manually extracting bounding boxes from regions for inserts, calling Database methods to get SQLAlchemy expressions that represent overlaps in query join/where clauses, or doing post-query filtering in Python (as we do now).  This ticket is for adding that abstraction layer to some combination of SQLAlchemy and the Database class.  I'll create another one for actually using it in Registry (maybe after the design for this one is further along). """
