id,issue_key,project,issue_type,summary,description,status,priority,created,updated,text,comments,predicted_label,label_name,confidence
387639,MULE-11267,MULE,Task,"""Migrate OAuth tests to MuleArtifactFunctionalTestCase""","""""""Migrate OAuth tests to MuleArtifactFunctionalTestCase.    Check required provided dependencies.""""""",Done,Major,2016-12-22 21:52:24,2017-07-04 04:38:14,"""Migrate OAuth tests to MuleArtifactFunctionalTestCase"" [SEP] """"""Migrate OAuth tests to MuleArtifactFunctionalTestCase.    Check required provided dependencies.""""""",,,,
387640,MULE-11266,MULE,Bug,"""Fix: Text file object store does not update persistent file stored record according to expiration policy.""","""""""When a TTL is set for a Text File Store, though the in memory replica for the store is monitored as well as updated according to the expiration policy, the external file is not updated.""""""",Resolved,Minor,2016-12-22 21:43:06,2018-10-05 23:18:22,"""Fix: Text file object store does not update persistent file stored record according to expiration policy."" [SEP] """"""When a TTL is set for a Text File Store, though the in memory replica for the store is monitored as well as updated according to the expiration policy, the external file is not updated.""""""","""Already merged in 3.6.x, 3.7.x, 3.8.x, 3.9.x and ported to 4.x.""",,,
387641,MULE-11265,MULE,Task,"""ArtifactClassLoaderRunner - Cannot handle classpath URLs escaped on Windows""",""""""" is not able to findClassPathURL when the URLs are escaped, for instance Windows environments when folder has a whitespace.""""""",Done,Major,2016-12-22 19:15:51,2017-07-04 04:38:09,"""ArtifactClassLoaderRunner - Cannot handle classpath URLs escaped on Windows"" [SEP] """""" is not able to findClassPathURL when the URLs are escaped, for instance Windows environments when folder has a whitespace.""""""",,,,
387642,MULE-11264,MULE,Enhancement Request,"""Replace MetadataDescriptor with OperationModel""","""""""In the MetadataService, we currently return a :        The information contained in the MetadataDescriptor is mostly the structure of the Operation with the types of each element.     We'd like to change the Service API so instead of returning the Descriptor we return a new OperationModel typed accordingly to the resolved dynamic type""""""",Closed,Blocker,2016-12-22 18:57:44,2017-07-04 05:14:28,"""Replace MetadataDescriptor with OperationModel"" [SEP] """"""In the MetadataService, we currently return a :        The information contained in the MetadataDescriptor is mostly the structure of the Operation with the types of each element.     We'd like to change the Service API so instead of returning the Descriptor we return a new OperationModel typed accordingly to the resolved dynamic type""""""",,,,
387643,MULE-11263,MULE,Task,"""Migrate OAuth http module usage to http service""","""""""Migrate OAuth http module usage to http service""""""",Done,Blocker,2016-12-22 18:40:31,2017-07-04 04:38:17,"""Migrate OAuth http module usage to http service"" [SEP] """"""Migrate OAuth http module usage to http service""""""",,,,
387644,MULE-11262,MULE,Enhancement Request,"""Update commons-net to 3.5""","""""""Update commons-net to latest version which includes the most recent bugfixes.""""""",Closed,Major,2016-12-22 18:20:58,2019-09-10 02:54:48,"""Update commons-net to 3.5"" [SEP] """"""Update commons-net to latest version which includes the most recent bugfixes.""""""",,,,
387645,MULE-11261,MULE,Task,"""Spike on new streaming capability""","""""""Spike it""""""",Done,Critical,2016-12-22 17:25:51,2017-07-04 04:38:17,"""Spike on new streaming capability"" [SEP] """"""Spike it""""""","""The results of this spike are in this branch: https://github.com/mulesoft/mule-api/tree/streaming_poc    This spike only tackle the case of byte streams (InputStream - byte[]).    Two main problems were identified:    * It's not enough with having random access streams. We also need thread safe access  * If the stream position is random, then who's responsibility is it to reset the position?    The solution was to:    * Take inspiration in DW's SeekableStream and make it support concurrency. The result is the TraversableStream class.  * Who should reset the stream position? The answer is NOBODY. What's natural for any component receiving a stream, is to assume that the stream is at it start position. So the solution was to create the TraversableStream#openCursor() method. openCursor() returns a CursorStream, which is an InputStream which has random access semantics.  * So the solution's end game is that the runtime should wrap streams into TraversableStreams. Each time a component wants to consume that strea",,,
387646,MULE-11260,MULE,Story,"""Reusable streams related with previous steps""","""""""Reusable streams related with previous steps""""""",Done,To be reviewed,2016-12-22 14:47:51,2017-07-04 04:32:43,"""Reusable streams related with previous steps"" [SEP] """"""Reusable streams related with previous steps""""""","""[~matias.baldini] what is this? Isn't this fix by the cursor streams?""",,,
387647,MULE-11259,MULE,Story,"""Able to update mule message to avoid parsing over and over""","""""""Consider the following scenario (payload is an InputStream with JSON format):        DataWeave would have to parse the input stream twice, which would cause performance issues if the same input stream must be accessed several times.    We need to add a mechanism that DataWeave can use to correlate and InputStream (string, or whatever) with it's parsed representation.     We need to be careful with the mechanism to use to avoid memory leaks.""""""",Done,Blocker,2016-12-22 14:47:32,2017-09-25 03:40:19,"""Able to update mule message to avoid parsing over and over"" [SEP] """"""Consider the following scenario (payload is an InputStream with JSON format):        DataWeave would have to parse the input stream twice, which would cause performance issues if the same input stream must be accessed several times.    We need to add a mechanism that DataWeave can use to correlate and InputStream (string, or whatever) with it's parsed representation.     We need to be careful with the mechanism to use to avoid memory leaks.""""""","""Having a cache might be an option."" [SEP] ""Changed original estimation from 32 to 0.""",,,
387648,MULE-11258,MULE,Story,"""Able to define reader properties in some place of the DataType. ""","""""""Define the experience""""""",New,Critical,2016-12-22 14:46:45,2019-04-15 22:19:49,"""Able to define reader properties in some place of the DataType. "" [SEP] """"""Define the experience""""""","""[~mariano.achaval], hasn't this been address already?"" [SEP] ""Are the reader properties defined in the xml or using some kind of options at mime type level?, I asked this because from Studio the user can configure the reader properties from the UI at least in Studio 6 and those values were stored in the xml, so if that is going to change we need to define the ux"" [SEP] ""In RC reader properties are specified mime type level... In GA, conditional to being able to use types in runtime, the idea of this would be to be able to define reader properties in types from types catalog instead of having to specify them in the usage."" [SEP] ""ok, but one question using the mime type is already supported? if that is the case that is the official way to go, or is a kind of hack? because at least from studio 6 perspective the user never used the input directive in the script. Regarding GA, if the feature is conditional to being able to use the types at runtime, would there be another way to support the properties? or just th",,,
387649,MULE-11257,MULE,Task,"""Remove Event uses from HTTP extension""","""""""SDK must be Event agnostic so we need to remove it's uses from the HTTP extension as much as possible (if something cannot be done then it must be notified so the use case can be addressed).""""""",Done,Critical,2016-12-22 14:16:29,2017-07-04 04:38:17,"""Remove Event uses from HTTP extension"" [SEP] """"""SDK must be Event agnostic so we need to remove it's uses from the HTTP extension as much as possible (if something cannot be done then it must be notified so the use case can be addressed).""""""","""@ParameterGroup(showsInDsl = true) should also apply to pojo parameters."" [SEP] ""Most Event uses were removed with this task, but the rest will be covered by MULE-11468 and MULE-11469.""",,,
387650,MULE-11256,MULE,Enhancement Request,"""Create POLICY artifact type""","""""""org.mule.runtime.core.config.bootstrap.ArtifactType defines APP and DOMAIN types, along with an ALL type that implies both APP/DOMAIN.  This type is used support different type of objects in the bootstrap properties and to selectthe proper context builder for an artifact.  Now that policy artifact also define a context, a POLICY type must be defined and ALL type must be re-evalauted to see if still makes sense (there could be things that apply to APP/DOMAIN but no a POLICY)""""""",Resolved,Blocker,2016-12-22 14:02:02,2018-10-03 16:31:52,"""Create POLICY artifact type"" [SEP] """"""org.mule.runtime.core.config.bootstrap.ArtifactType defines APP and DOMAIN types, along with an ALL type that implies both APP/DOMAIN.  This type is used support different type of objects in the bootstrap properties and to selectthe proper context builder for an artifact.  Now that policy artifact also define a context, a POLICY type must be defined and ALL type must be re-evalauted to see if still makes sense (there could be things that apply to APP/DOMAIN but no a POLICY)""""""","""Fixed on MULE-14193""",,,
387651,MULE-11255,MULE,Enhancement Request,"""Add support to use artifact plugins on policies""","""""""Policies need more functionality than the provided by the mule core components. They need to be able to use artifact plugins as part of the policy configuration.  A policy must define which plugins are required. If a given plugin is used on the application, the policy must use the same plugin, if it is not compatible, the policy cannot be applied. If a given plugin is not used on the application, it must be deployed internally on the policy context.""""""",Closed,Critical,2016-12-22 13:58:01,2017-07-04 05:15:04,"""Add support to use artifact plugins on policies"" [SEP] """"""Policies need more functionality than the provided by the mule core components. They need to be able to use artifact plugins as part of the policy configuration.  A policy must define which plugins are required. If a given plugin is used on the application, the policy must use the same plugin, if it is not compatible, the policy cannot be applied. If a given plugin is not used on the application, it must be deployed internally on the policy context.""""""",,,,
387652,MULE-11254,MULE,Enhancement Request,"""Policies must be sorted before begin applied""","""""""Policies must be ordered before begin applied to a request.  Each parameterized policy must define a weight/order that will be used to sort each policy instance.""""""",Closed,Major,2016-12-22 13:52:48,2018-10-05 21:33:46,"""Policies must be sorted before begin applied"" [SEP] """"""Policies must be ordered before begin applied to a request.  Each parameterized policy must define a weight/order that will be used to sort each policy instance.""""""",,,,
387653,MULE-11253,MULE,Enhancement Request,"""Add a way to remove application policies""","""""""Application policies can be added/removed on runtime based on configuration changes. Current version supports adding, but removing policies is not done yet.""""""",Closed,Major,2016-12-22 13:50:17,2018-10-05 21:36:59,"""Add a way to remove application policies"" [SEP] """"""Application policies can be added/removed on runtime based on configuration changes. Current version supports adding, but removing policies is not done yet.""""""",,,,
387654,MULE-11252,MULE,Enhancement Request,"""Migrate Ext-API & Extension sources to use event submission instead of blocking accept""","""""""Migrate Ext-API & Extension sources to use event submission instead of blocking accept""""""",Open,Critical,2016-12-22 13:38:04,2019-04-15 22:18:29,"""Migrate Ext-API & Extension sources to use event submission instead of blocking accept"" [SEP] """"""Migrate Ext-API & Extension sources to use event submission instead of blocking accept""""""",""".""",,,
387655,MULE-11251,MULE,Task,"""Introduce back-pressure mechanism so sources don't block on flow.""","""""""Introduce Enum in core/ext-api for Sink emission status""""""",Done,Major,2016-12-22 13:29:38,2017-12-19 18:35:46,"""Introduce back-pressure mechanism so sources don't block on flow."" [SEP] """"""Introduce Enum in core/ext-api for Sink emission status""""""","""Subject to spec defined as part of MULE-14126.""",,,
387656,MULE-11249,MULE,Task,"""Review ImportedTypesModel and SubtypeModels""","""""""Once MULE-11248 has been resolved, review how to reference the Imported types source extension and the base type in the subtypes model.    Update:    - For ImportedTypes, we will use the TypeCatalog in a given ResolvingContext to identify the Extension that declares the imported type.  - Subtypes mapping of imported types as base type will work out of the box, as long as the type has been declared as imported.    For this to work properly, we are assuming that dependencies between Extensions are handled by other actor, such as deployment or tooling, to ensure that the context with all the information is available for resolving the type's declaring extension.""""""",Done,Blocker,2016-12-21 21:50:00,2017-07-04 04:33:39,"""Review ImportedTypesModel and SubtypeModels"" [SEP] """"""Once MULE-11248 has been resolved, review how to reference the Imported types source extension and the base type in the subtypes model.    Update:    - For ImportedTypes, we will use the TypeCatalog in a given ResolvingContext to identify the Extension that declares the imported type.  - Subtypes mapping of imported types as base type will work out of the box, as long as the type has been declared as imported.    For this to work properly, we are assuming that dependencies between Extensions are handled by other actor, such as deployment or tooling, to ensure that the context with all the information is available for resolving the type's declaring extension.""""""","""Follow up ticket for implementation: https://www.mulesoft.org/jira/browse/MULE-11739""",,,
387657,MULE-11248,MULE,Task,"""Review ExtensionModel version and artifact locator""","""""""Review if:    * The extensionModel needs the concept of getVersion() at all  * The extensionModel could benefit from some kind of artifacts locator/coordinates/whatever, or if on the contrary, only the deployment descriptors should contain that information.""""""",Done,Blocker,2016-12-21 21:42:56,2017-07-04 04:31:31,"""Review ExtensionModel version and artifact locator"" [SEP] """"""Review if:    * The extensionModel needs the concept of getVersion() at all  * The extensionModel could benefit from some kind of artifacts locator/coordinates/whatever, or if on the contrary, only the deployment descriptors should contain that information.""""""","""we need both in order to support MULE-11588""",,,
387658,MULE-11247,MULE,Enhancement Request,"""Populate all parameters with a layout order""","""""""Nowadays, parameters can have a LayoutModel which specifies (among other things) its order. If no placement is specified for any element, it is assumed that the element's natural order will be respected but that's only an assumption. We need to populate the LayoutModel with that information having into account 3 different scenarios:    1) All parameters have an order specified.  2) No parameter has an order specified.  3) Some the parameters have an order specified and some of them not (take a decision for this case and document it).""""""",Closed,Critical,2016-12-21 21:40:37,2017-07-04 05:14:59,"""Populate all parameters with a layout order"" [SEP] """"""Nowadays, parameters can have a LayoutModel which specifies (among other things) its order. If no placement is specified for any element, it is assumed that the element's natural order will be respected but that's only an assumption. We need to populate the LayoutModel with that information having into account 3 different scenarios:    1) All parameters have an order specified.  2) No parameter has an order specified.  3) Some the parameters have an order specified and some of them not (take a decision for this case and document it).""""""",,,,
387659,MULE-11246,MULE,Bug,"""Improve PGP Module ""","""""""Currently the PGP module forces the user to provide a secureAliasId (the private key ID in decimal notation, something that isn't readily available from GnuPG for instance).    This is in principle not required as an encrypted message knows which key ID is required to decrypt it. By silently ignoring this information we make it difficult to detect configuration errors (entering the wrong key ID) and make it impossible to decrypt messages encrypted for different recipients.    A short term solution is to fail if the selected key ID doesn't match the one reported by the encrypted message, and a long term solution is to remove the secretAliasId altogether.    Additionally, we should consider PGP Decryption is not propagating the exceptions as expected. Error messages are not clear in the following scenarios:   # Incorrect PassPhrase.   # Invalid secretAliasId key.""""""",Resolved,Minor,2016-12-21 21:11:16,2018-10-05 23:19:52,"""Improve PGP Module "" [SEP] """"""Currently the PGP module forces the user to provide a secureAliasId (the private key ID in decimal notation, something that isn't readily available from GnuPG for instance).    This is in principle not required as an encrypted message knows which key ID is required to decrypt it. By silently ignoring this information we make it difficult to detect configuration errors (entering the wrong key ID) and make it impossible to decrypt messages encrypted for different recipients.    A short term solution is to fail if the selected key ID doesn't match the one reported by the encrypted message, and a long term solution is to remove the secretAliasId altogether.    Additionally, we should consider PGP Decryption is not propagating the exceptions as expected. Error messages are not clear in the following scenarios:   # Incorrect PassPhrase.   # Invalid secretAliasId key.""""""",,,,
387660,MULE-11245,MULE,Task,"""Fix memory leak in Extension Spring Support test cases""","""""""*Fix memory leak in Extension Spring Support test cases*""""""",Done,Critical,2016-12-21 19:30:59,2018-07-23 15:12:39,"""Fix memory leak in Extension Spring Support test cases"" [SEP] """"""*Fix memory leak in Extension Spring Support test cases*""""""",,,,
387661,MULE-11244,MULE,Enhancement Request,"""Expose Metadata result information such as resolver and category names in the MetadataService""","""""""Nowadays it is impossible to obtain information about the MetadataResolvers from the outside. Such information is contained in the `MetadataResolverFactoryModelProperty` which is not externalizable (and shouldn't be).    We have to provide a way for accessing Metadata Resolver information such as resolver name and category name. Two options for doing this is:    1) Implementing capabilities to extract that information from a component in the MetadataService.  2) Add that information to the MetadataDescriptors""""""",Closed,Blocker,2016-12-21 17:50:59,2017-07-04 05:15:39,"""Expose Metadata result information such as resolver and category names in the MetadataService"" [SEP] """"""Nowadays it is impossible to obtain information about the MetadataResolvers from the outside. Such information is contained in the `MetadataResolverFactoryModelProperty` which is not externalizable (and shouldn't be).    We have to provide a way for accessing Metadata Resolver information such as resolver name and category name. Two options for doing this is:    1) Implementing capabilities to extract that information from a component in the MetadataService.  2) Add that information to the MetadataDescriptors""""""","""This is solved as part of MULE-11264""",,,
387662,MULE-11243,MULE,Task,"""Disable schema validations on LazyMuleArtifactContext""","""""""It should be disable the xml/schema validation so ToolingService could deploy an application with an xml that may not be complete and allow doing connectivity testing.""""""",Done,Major,2016-12-21 16:31:10,2017-07-04 04:37:44,"""Disable schema validations on LazyMuleArtifactContext"" [SEP] """"""It should be disable the xml/schema validation so ToolingService could deploy an application with an xml that may not be complete and allow doing connectivity testing.""""""",,,,
387663,MULE-11242,MULE,Bug,"""Lifecycle not applied to prototype objects when lookup by type is used""","""""""When objects are lookup on the registry by type, the returned objects do not have lifecycle applied if they are defined as prototypes.  To reproduce the issue add asPrototype() on """"""""proxy"""""""" definition in org.mule.runtime.test.policy.TestPolicyBuildingDefinitionProvider the problem goes away.""""""",Resolved,Major,2016-12-21 15:14:51,2018-10-03 15:45:50,"""Lifecycle not applied to prototype objects when lookup by type is used"" [SEP] """"""When objects are lookup on the registry by type, the returned objects do not have lifecycle applied if they are defined as prototypes.  To reproduce the issue add asPrototype() on """"""""proxy"""""""" definition in org.mule.runtime.test.policy.TestPolicyBuildingDefinitionProvider the problem goes away.""""""",,,,
387664,MULE-11241,MULE,Enhancement Request,"""Add support for Option Resolvers""","""""""Continue and implement what is specified in MULE-9613 and https://docs.google.com/document/d/1Vjd0cvWeETuuqhGveWfraWIwwX5CeIjtara-i2yWuKE/edit""""""",Closed,Blocker,2016-12-20 14:11:07,2017-09-28 21:15:34,"""Add support for Option Resolvers"" [SEP] """"""Continue and implement what is specified in MULE-9613 and https://docs.google.com/document/d/1Vjd0cvWeETuuqhGveWfraWIwwX5CeIjtara-i2yWuKE/edit""""""",,,,
387665,MULE-11240,MULE,Bug,"""Apply changes from CXF-7162""","""""""Apply the changes made in CXF as per https://issues.apache.org/jira/browse/CXF-7162""""""",Closed,Major,2016-12-20 13:00:35,2018-10-05 23:20:29,"""Apply changes from CXF-7162"" [SEP] """"""Apply the changes made in CXF as per https://issues.apache.org/jira/browse/CXF-7162""""""",,,,
387666,MULE-11238,MULE,Enhancement Request,"""Allow parameter groups to be optionally be explicit in the DSL""","""""""Right now parameter groups are invisible at the DSL level. It should be possible to optionally make them implicit. E.g:        Translates to:        This is specially important for the interaction with tooling when the group pojo contains fields annotated with @Content.. It should be disallowed for pojo parameters to contain @Content fields. That should only be allowed on parameter groups (dsl explicit or not). Notice that this also means that the current support for ContentTypeAnnotation, etc, needs to be removed""""""",Closed,Blocker,2016-12-19 22:03:45,2017-07-04 05:17:06,"""Allow parameter groups to be optionally be explicit in the DSL"" [SEP] """"""Right now parameter groups are invisible at the DSL level. It should be possible to optionally make them implicit. E.g:        Translates to:        This is specially important for the interaction with tooling when the group pojo contains fields annotated with @Content.. It should be disallowed for pojo parameters to contain @Content fields. That should only be allowed on parameter groups (dsl explicit or not). Notice that this also means that the current support for ContentTypeAnnotation, etc, needs to be removed""""""",,,,
387667,MULE-11237,MULE,Enhancement Request,"""Add language rules into the extension model""","""""""Right now there're a number of synthetic things into an extension DSL which are considered language rules and are not reflected into the extension model. For example:    * Non void operations get a target attribute  * Pooled connection providers get a <pooling-profile>  * Tls parameters don't contain a description of the type    These and all other language rules need to be explicit in the extension model for tooling purposes""""""",Closed,Blocker,2016-12-19 21:51:38,2017-07-04 05:17:19,"""Add language rules into the extension model"" [SEP] """"""Right now there're a number of synthetic things into an extension DSL which are considered language rules and are not reflected into the extension model. For example:    * Non void operations get a target attribute  * Pooled connection providers get a <pooling-profile>  * Tls parameters don't contain a description of the type    These and all other language rules need to be explicit in the extension model for tooling purposes""""""",,,,
387668,MULE-11236,MULE,Enhancement Request,"""Allow parameters to have a type which belongs to a namespace different than the extension's""","""""""Add a way in which it's possible to represent things like:        This doesn't have to rely on imported types, since the most common use case for this will be:    """"""",Closed,Blocker,2016-12-19 21:41:54,2017-07-04 05:14:53,"""Allow parameters to have a type which belongs to a namespace different than the extension's"" [SEP] """"""Add a way in which it's possible to represent things like:        This doesn't have to rely on imported types, since the most common use case for this will be:    """"""","""The QNameModelProperty was added so that a custom QName can be associated to a ParameterModel""",,,
387669,MULE-11235,MULE,Task,"""POJOs Content primary field should be marked as Optional ""","""""""POJOs Content primary field should be marked as Optional. """"""",Done,Critical,2016-12-19 21:40:58,2017-07-04 04:38:12,"""POJOs Content primary field should be marked as Optional "" [SEP] """"""POJOs Content primary field should be marked as Optional. """"""","""This issue is fixed by MULE-11238""",,,
387670,MULE-11234,MULE,Task,"""Spike: Provide support for creating a serializable ElementModel from an ApplicationModel""","""""""Provide a service for moving from a configured Application to it's DSL serialization.""""""",Done,Blocker,2016-12-19 20:17:30,2017-07-04 04:33:08,"""Spike: Provide support for creating a serializable ElementModel from an ApplicationModel"" [SEP] """"""Provide a service for moving from a configured Application to it's DSL serialization.""""""",,,,
387671,MULE-11233,MULE,Enhancement Request,"""Replace DictionaryType with open ObjectType""","""""""Once the  DictionaryType is removed from the MetadataType model, we should replace its usage in the Extensions with an open ObjectType    UPDATE:   This has already been implemented in the Metadata Model by Achaval in branch MDM-31""""""",Closed,Blocker,2016-12-19 20:16:37,2017-07-04 05:15:50,"""Replace DictionaryType with open ObjectType"" [SEP] """"""Once the  DictionaryType is removed from the MetadataType model, we should replace its usage in the Extensions with an open ObjectType    UPDATE:   This has already been implemented in the Metadata Model by Achaval in branch MDM-31""""""",,,,
387672,MULE-11232,MULE,Task,"""Tooling API should receive a Supplier<URL> for Tooling API URL configuration""","""""""This will allow Studio to not start Mule when configuring the Tooling API runtime client but only when the client needs to get access to the Runtime.""""""",Done,Major,2016-12-18 04:16:07,2017-07-04 04:38:07,"""Tooling API should receive a Supplier<URL> for Tooling API URL configuration"" [SEP] """"""This will allow Studio to not start Mule when configuring the Tooling API runtime client but only when the client needs to get access to the Runtime.""""""",,,,
387673,MULE-11231,MULE,Enhancement Request,"""Allow operation parameters which override config ones""","""""""There's one common pattern in extensions:        The logic behind this is if optionalSomeParameter is not provided, then it defaults to whatever config.someParameter says. However, because someParameter might be dynamic, the operation ends up requiring access to the Event in order to resolve that value.    Because operations need to no longer be capable of accessing the Message nor the Event, we need to:    * Have a way to mark that an operation parameter is an override of a config one  * It should validate that both parameters are of the same type  * It should allow both parameters to have different names  * It should support the config parameter to be dynamic  * It should be compatible with either (or both) parameters to belong to different parameter groups""""""",Closed,Blocker,2016-12-16 20:41:56,2017-07-04 05:15:00,"""Allow operation parameters which override config ones"" [SEP] """"""There's one common pattern in extensions:        The logic behind this is if optionalSomeParameter is not provided, then it defaults to whatever config.someParameter says. However, because someParameter might be dynamic, the operation ends up requiring access to the Event in order to resolve that value.    Because operations need to no longer be capable of accessing the Message nor the Event, we need to:    * Have a way to mark that an operation parameter is an override of a config one  * It should validate that both parameters are of the same type  * It should allow both parameters to have different names  * It should support the config parameter to be dynamic  * It should be compatible with either (or both) parameters to belong to different parameter groups""""""","""After further analysis, this introduces overlap with dynamic configs and generates two ways of doing the same thing.""",,,
387674,MULE-11230,MULE,Bug,"""HTTP Listener response not respecting payload encoding""","""""""setting a payload in a flow like this:        the response is expected to be encoded in CP-1252, but the actual encoding is UTF-8""""""",Closed,Major,2016-12-16 20:23:54,2018-10-05 21:30:00,"""HTTP Listener response not respecting payload encoding"" [SEP] """"""setting a payload in a flow like this:        the response is expected to be encoded in CP-1252, but the actual encoding is UTF-8""""""","""Please reopen if it still happens.""",,,
387675,MULE-11229,MULE,Task,"""Spike on Mule Client""","""""""Perform a spike on building the new mule client""""""",Done,Blocker,2016-12-16 20:11:37,2017-07-04 04:38:11,"""Spike on Mule Client"" [SEP] """"""Perform a spike on building the new mule client""""""","""Missing key points:   * Smart Connectors support  * Maybe the execute methods should receive an Event.  * Operation parameters default values and null safeness""",,,
387676,MULE-11228,MULE,Enhancement Request,"""Add error handling to Email connector""","""""""Add error handling capabilities to the new email connector""""""",Closed,Blocker,2016-12-16 19:50:12,2017-07-04 05:14:23,"""Add error handling to Email connector"" [SEP] """"""Add error handling capabilities to the new email connector""""""",,,,
387677,MULE-11227,MULE,Enhancement Request,"""Add error handling capabilities to the Ftp connector""","""""""Use the new error handling capabilities in the new FTP connector""""""",Closed,Blocker,2016-12-16 19:34:41,2017-07-04 05:16:08,"""Add error handling capabilities to the Ftp connector"" [SEP] """"""Use the new error handling capabilities in the new FTP connector""""""",,,,
387678,MULE-11226,MULE,Enhancement Request,"""add error handling capabilities in File connector""","""""""Use the new error handling capabilities in the new file connector""""""",Closed,Blocker,2016-12-16 19:33:08,2017-07-04 05:15:55,"""add error handling capabilities in File connector"" [SEP] """"""Use the new error handling capabilities in the new file connector""""""",,,,
387679,MULE-11225,MULE,Epic,"""Epic for gathering SDK migration tools ""","""""""Epic for gathering migration tool tickets""""""",Done,To be reviewed,2016-12-16 18:37:11,2019-05-17 20:46:44,"""Epic for gathering SDK migration tools "" [SEP] """"""Epic for gathering migration tool tickets""""""",,,,
387680,MULE-11224,MULE,Enhancement Request,"""JMS: Add error handling""","""""""- Improve exceptions to be more granular  - Add Error types declaration to the module""""""",Closed,Blocker,2016-12-16 18:18:52,2017-07-04 05:17:12,"""JMS: Add error handling"" [SEP] """"""- Improve exceptions to be more granular  - Add Error types declaration to the module""""""",,,,
387681,MULE-11222,MULE,Task,"""Allow to retrieve an ExtensionModel element from its ComponentIdentifier representation""","""""""Allow to retrieve an ExtensionModel element from its ComponentIdentifier representation.    This implies that coming from a ComponentModel Application definition, and providing all the ExtensionModels associated to that Application, the user should be able to retrieve the ExtensionModel elements based only in the ComponentIdentifier of a node in the application.""""""",Done,Blocker,2016-12-16 17:49:33,2017-07-04 04:38:04,"""Allow to retrieve an ExtensionModel element from its ComponentIdentifier representation"" [SEP] """"""Allow to retrieve an ExtensionModel element from its ComponentIdentifier representation.    This implies that coming from a ComponentModel Application definition, and providing all the ExtensionModels associated to that Application, the user should be able to retrieve the ExtensionModel elements based only in the ComponentIdentifier of a node in the application.""""""",,,,
387682,MULE-11221,MULE,Enhancement Request,"""Support Transactions in Sources""","""""""Spike: Support Transactions in Sources, see #MULE-10961""""""",Closed,Critical,2016-12-16 17:44:18,2017-07-04 05:15:30,"""Support Transactions in Sources"" [SEP] """"""Spike: Support Transactions in Sources, see #MULE-10961""""""",,,,
387683,MULE-11220,MULE,Enhancement Request,"""Review the HttpEntity interface and its Implementations.""","""""""currently, the HttpEntity that is bounded in a HttpMessage is just a marker interface and does not provide a way to obtain de Entity content without casting it to one of its implementations.    A possible approach could be to add a """"""""#getInputStream"""""""" method to the interface.""""""",Closed,Critical,2016-12-16 16:48:38,2017-09-28 21:15:44,"""Review the HttpEntity interface and its Implementations."" [SEP] """"""currently, the HttpEntity that is bounded in a HttpMessage is just a marker interface and does not provide a way to obtain de Entity content without casting it to one of its implementations.    A possible approach could be to add a """"""""#getInputStream"""""""" method to the interface.""""""","""It would be ideal to review apache http client's approach and doing something similar."" [SEP] ""To avoid instance ofs and down casting, the HttpEntity has been refactored to indicated composition or streaming origins, as well as providing all possible content access methods (parts, bytes and stream). Inconsistency issues have been addressed between the server and client regarding multipart parsing and handling, allowing both. Additionally, the EmptyHttpEntity has been refactored to better reflect a null object pattern.   As a consequence of these changes, the listener has been changed to propagate an empty array/stream on no content instead of null, matching the requester.""",,,
387684,MULE-11216,MULE,Bug,"""DB: Enable TypeInference for input parameters of BulkOperations""","""""""DB: Enable TypeInference for input parameters of BulkOperations""""""",Closed,Blocker,2016-12-16 15:01:59,2017-07-04 05:16:53,"""DB: Enable TypeInference for input parameters of BulkOperations"" [SEP] """"""DB: Enable TypeInference for input parameters of BulkOperations""""""",,,,
387685,MULE-11215,MULE,Bug,"""Parameters annotated with Content should not validate DSL rules""","""""""Parameters annotated with Content should not validate DSL rules like not having a `name` field""""""",Closed,Blocker,2016-12-16 14:33:23,2017-07-04 05:16:32,"""Parameters annotated with Content should not validate DSL rules"" [SEP] """"""Parameters annotated with Content should not validate DSL rules like not having a `name` field""""""","""Marking as blocker since auto-generated POJOs in cloud connectors cannot workaround this validation""",,,
387686,MULE-11214,MULE,Enhancement Request,"""Add concept of """"resolverName"""" to the NamedTypeResolver""","""""""Currently the TypeResolvers have a `categoryName`, that relates a key resolver to an output or input resolver.    Since we now support multiple InputTypeResolvers for each operation, and In order for uniquely identifying a resolver associated to a Parameter without using it's class, we need that these input resolvers declare their own name.    By default, the name of an OutputResolver should be `output` and for an InputResolver `input`, valdiating later that these names are overwriten if more than one Resolver of the same name is found inthe same category""""""",Closed,Blocker,2016-12-16 14:06:13,2017-07-04 05:15:32,"""Add concept of """"resolverName"""" to the NamedTypeResolver"" [SEP] """"""Currently the TypeResolvers have a `categoryName`, that relates a key resolver to an output or input resolver.    Since we now support multiple InputTypeResolvers for each operation, and In order for uniquely identifying a resolver associated to a Parameter without using it's class, we need that these input resolvers declare their own name.    By default, the name of an OutputResolver should be `output` and for an InputResolver `input`, valdiating later that these names are overwriten if more than one Resolver of the same name is found inthe same category""""""","""Marking this as Blocker since is required for a client-side Cache in ToolingService""",,,
387687,MULE-11213,MULE,Task,"""Migrate DB integration tests to new extension""","""""""Migrate DB integration tests to new extension""""""",Done,Critical,2016-12-16 13:53:01,2017-07-04 04:38:02,"""Migrate DB integration tests to new extension"" [SEP] """"""Migrate DB integration tests to new extension""""""",,,,
